subscriber_id,account_id,subscriber_type,brand,status,activation_date,termination_date,created_ts,updated_ts
3e71eaa2-8265-44dc-8b3e-3dfe21aec1a1,a418c536-9adc-4b34-8bd4-c1103e11b37f,IOT,YongNL,ACTIVE,2023-06-01,,2023-06-01T16:35:13,2026-04-01T11:05:50.391157
fcba9ede-f8b3-4b81-b6da-0d46948d5720,1ef7bc7a-bff8-43a8-9b7a-4204310c677c,MOBILE,DutchTelco,ACTIVE,2024-01-28,,2024-01-28T22:28:07,2026-04-01T11:05:50.391188
a7c187ac-63a9-444f-9ce2-a9b7a33f9627,021b7d91-56aa-4525-a077-bfa53154c3ef,MOBILE,DutchTelco,ACTIVE,2026-02-21,,2026-02-21T10:45:47,2026-04-01T11:05:50.391294
157489a7-cae6-431f-8ce5-6dd723212a89,924120d5-552d-43c2-b264-88131460fec3,MOBILE,DutchTelco,ACTIVE,2021-12-27,,2021-12-27T21:04:11,2026-04-01T11:05:50.391394
401275eb-c5d4-430d-97e9-0c3171db15b8,924120d5-552d-43c2-b264-88131460fec3,MOBILE,DutchTelco,ACTIVE,2020-12-03,,2020-12-03T03:10:49,2026-04-01T11:05:50.391513
2c565b3b-9963-4858-8e3d-d744bf7332ef,97d9eeb1-8d24-4d4e-bcde-423a1b7702ad,IOT,SimplyMobile,ACTIVE,2020-02-15,,2020-02-15T17:55:35,2026-04-01T11:05:50.393356
84c9b695-9abb-4cf9-be2d-35d54706165c,03f8ab6b-d03c-4ccb-ba3c-37a9c4f00c4d,FIXED,DutchTelco,SUSPENDED,2025-09-30,,2025-09-30T04:10:11,2026-04-01T11:05:50.393414
b2938107-b2d1-4e47-980f-007ac9a2eeca,6c401ddb-30d6-4e7f-9721-f11d35c11611,MOBILE,DutchTelco,ACTIVE,2026-07-06,,2026-07-06T15:21:22,2026-04-01T11:05:50.393460
cb531a8a-1d50-4c04-a66f-0d6eda67b7dc,1e16c8f2-5269-4701-a1db-0dc5df9df793,MOBILE,SimplyMobile,BARRED,2025-10-06,,2025-10-06T04:28:10,2026-04-01T11:05:50.393580
8b15032e-7122-4b17-a0e3-24a4346c4457,cb2e4d12-d622-47ce-bd17-5fb2e793da15,MOBILE,SimplyMobile,ACTIVE,2021-06-07,,2021-06-07T18:37:10,2026-04-01T11:05:50.393699
e627f69b-03d6-480f-a142-a2ca154998eb,47b5fcf9-b611-4c0a-b636-c2b61dcf99ad,MOBILE,SimplyMobile,BARRED,2025-05-28,,2025-05-28T12:22:37,2026-04-01T11:05:50.393794
2df05163-0f95-4884-b44c-135d01ba51d2,fb12733d-5776-4890-8284-221de60be933,FIXED,DutchTelco,ACTIVE,2025-04-15,,2025-04-15T19:27:05,2026-04-01T11:05:50.393885
3cbfa7a4-a64f-4c3b-927e-9f4c4350fbfe,36da538a-33c1-4d66-a6ca-54848a390929,MOBILE,DutchTelco,ACTIVE,2026-09-13,,2026-09-13T01:49:52,2026-04-01T11:05:50.393914
e2ef6940-8333-413f-9c0e-37962eed350d,92c3c717-1133-47a5-9c99-7c7c12585eab,MOBILE,YongNL,ACTIVE,2022-07-30,,2022-07-30T10:26:22,2026-04-01T11:05:50.394011
79f7da07-c57d-43d7-b3bb-9c617f81ff57,1e16c8f2-5269-4701-a1db-0dc5df9df793,FIXED,YongNL,TERMINATED,2022-02-05,2024-02-07,2022-02-05T17:16:15,2026-04-01T11:05:50.394123
a1e28bf1-b530-4c61-8e16-985b43e1e9f7,0185653c-7e90-40a9-bff1-c3f96652ad01,MOBILE,DutchTelco,ACTIVE,2026-06-16,,2026-06-16T21:14:52,2026-04-01T11:05:50.394152
16172428-0962-4325-bf4d-571a3cdcf1eb,a418c536-9adc-4b34-8bd4-c1103e11b37f,MOBILE,SimplyMobile,ACTIVE,2023-01-16,,2023-01-16T14:49:55,2026-04-01T11:05:50.394258
77755b65-01bd-4d81-be21-7ac12e8f9684,26e8d9ee-e3c2-42f2-b851-a4fca832e58e,MOBILE,YongNL,BARRED,2025-04-05,,2025-04-05T17:00:44,2026-04-01T11:05:50.394364
18156809-99f7-4e13-ab48-dc81301a3415,cb755d5b-162b-4ec7-8827-6e923cbd3983,MOBILE,DutchTelco,ACTIVE,2021-08-21,,2021-08-21T01:17:49,2026-04-01T11:05:50.394450
f16e5772-b331-478c-ab28-d8fb688ecbac,728a8584-aa0c-4e71-9838-41aba194812e,MOBILE,YongNL,ACTIVE,2021-07-05,,2021-07-05T08:57:02,2026-04-01T11:05:50.394540
58cd3388-572d-424c-9b24-518e4dda55ed,2ea4db57-caf7-4828-8ee0-b724c6dd3af7,FIXED,YongNL,ACTIVE,2020-08-26,,2020-08-26T19:17:33,2026-04-01T11:05:50.394641
0bde54df-7915-4145-92d5-ffb3bb2bbd1a,fabb284a-c2d4-429e-8391-9e615c12563e,MOBILE,SimplyMobile,ACTIVE,2022-01-02,,2022-01-02T17:47:35,2026-04-01T11:05:50.394672
29064011-c048-460c-b749-fd1513979422,fb12733d-5776-4890-8284-221de60be933,MOBILE,DutchTelco,ACTIVE,2026-05-19,,2026-05-19T06:46:04,2026-04-01T11:05:50.394757
00ad31b4-b2e7-4345-a17a-c6c852e9eeec,293f78a3-a549-47ae-94c1-5c0ae01d14f6,MOBILE,YongNL,ACTIVE,2026-11-28,,2026-11-28T23:33:15,2026-04-01T11:05:50.394835
ee93f915-c91f-42fc-a2f7-ac4d2e15ba81,1cd2b2a0-7126-46aa-9e7a-b21db5b71399,FIXED,YongNL,ACTIVE,2020-03-19,,2020-03-19T09:55:56,2026-04-01T11:05:50.394920
8c5e29f9-7d20-4870-8706-c14452bb17b1,41cbc046-3b3f-46ec-967f-90893ec38414,FIXED,SimplyMobile,ACTIVE,2025-12-17,,2025-12-17T02:11:12,2026-04-01T11:05:50.394938
685fddfc-4be9-4d87-b431-896325860434,cb755d5b-162b-4ec7-8827-6e923cbd3983,MOBILE,DutchTelco,ACTIVE,2021-10-05,,2021-10-05T00:22:43,2026-04-01T11:05:50.394961
81b7c8b5-76ef-4d80-8ee9-81110698aa3b,0185653c-7e90-40a9-bff1-c3f96652ad01,FIXED,DutchTelco,ACTIVE,2025-07-05,,2025-07-05T15:08:10,2026-04-01T11:05:50.395061
3c81fafe-3337-482f-8078-25e5858a3b7d,381057fa-460b-432d-b024-ebdca65ea73b,MOBILE,DutchTelco,ACTIVE,2024-12-04,,2024-12-04T19:31:44,2026-04-01T11:05:50.395086
41966400-5d7b-4c21-8681-ee7e1ba7afe9,1b1dbd5c-f776-4363-86e4-05f61da28f25,MOBILE,SimplyMobile,ACTIVE,2021-05-21,,2021-05-21T02:07:45,2026-04-01T11:05:50.395156
55af8c5b-c42b-429b-a553-a8e26bfc6e0a,9d3f597b-d22a-4fc0-b0fe-89e02dbd5132,MOBILE,SimplyMobile,ACTIVE,2026-09-02,,2026-09-02T18:50:35,2026-04-01T11:05:50.395234
3aefd2f8-78e7-47c4-b191-ffa022f0c80a,a0f6f3d8-ef4c-4be4-9c83-1af7383a90bf,FIXED,DutchTelco,ACTIVE,2021-04-11,,2021-04-11T21:21:21,2026-04-01T11:05:50.395311
49bbee43-f8b5-48eb-95c4-f0e409d10a55,1ef7bc7a-bff8-43a8-9b7a-4204310c677c,FIXED,YongNL,SUSPENDED,2021-07-10,,2021-07-10T15:09:40,2026-04-01T11:05:50.395335
b97e39f4-ac93-4c99-8150-b877716ef365,36da538a-33c1-4d66-a6ca-54848a390929,MOBILE,YongNL,ACTIVE,2023-07-16,,2023-07-16T17:34:01,2026-04-01T11:05:50.395351
5b6d38d3-f8ae-463c-afb5-6d8fc1917c8d,0b53d923-3857-4d18-85d3-aaddc58cbc9d,MOBILE,YongNL,ACTIVE,2023-07-02,,2023-07-02T20:57:13,2026-04-01T11:05:50.395427
a5f6b74c-6ae8-41a9-90ab-dd2054974b22,0185653c-7e90-40a9-bff1-c3f96652ad01,MOBILE,YongNL,ACTIVE,2023-09-15,,2023-09-15T10:29:31,2026-04-01T11:05:50.395497
b9405874-cde2-4eab-b200-cda922104062,e0e9e86b-ca31-4241-b464-8a18eac52edf,MOBILE,SimplyMobile,ACTIVE,2026-06-25,,2026-06-25T14:12:13,2026-04-01T11:05:50.395582
2b09a1b9-4c16-4596-a506-4667f6a71422,a418c536-9adc-4b34-8bd4-c1103e11b37f,MOBILE,SimplyMobile,ACTIVE,2025-08-02,,2025-08-02T23:15:45,2026-04-01T11:05:50.395671
7dac5b0f-04db-4c61-89f7-13bedc08549b,6c401ddb-30d6-4e7f-9721-f11d35c11611,MOBILE,DutchTelco,ACTIVE,2023-02-24,,2023-02-24T08:54:16,2026-04-01T11:05:50.395802
3f1b57e1-860f-4ff2-95fe-68b80b27bcd7,36da538a-33c1-4d66-a6ca-54848a390929,MOBILE,DutchTelco,SUSPENDED,2022-01-06,,2022-01-06T10:35:00,2026-04-01T11:05:50.395885
d1eb469b-7210-4d2c-9002-e5f0dc732411,54cd1074-1d35-4c20-bc24-f618fca8e362,MOBILE,YongNL,ACTIVE,2020-10-25,,2020-10-25T02:36:46,2026-04-01T11:05:50.395952
7db2d76a-a4c4-41f3-8bfe-a16c86ac2655,36da538a-33c1-4d66-a6ca-54848a390929,MOBILE,SimplyMobile,ACTIVE,2026-01-06,,2026-01-06T04:47:37,2026-04-01T11:05:50.396029
0fff5509-5652-4bb2-8552-47961bac04cd,b9d9e5da-623d-4ea0-988e-7aba37e3bf35,MOBILE,SimplyMobile,ACTIVE,2024-08-14,,2024-08-14T07:11:39,2026-04-01T11:05:50.396106
5e45fcf9-5dbb-49c5-a2f0-1122442cdb62,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,MOBILE,YongNL,BARRED,2025-06-07,,2025-06-07T01:56:27,2026-04-01T11:05:50.396176
cb9d0faf-23e8-46f1-b65b-e1578d19e51e,03f8ab6b-d03c-4ccb-ba3c-37a9c4f00c4d,FIXED,YongNL,ACTIVE,2021-06-27,,2021-06-27T11:18:15,2026-04-01T11:05:50.396248
ce5d8263-9be0-4018-9ea1-6c42ff7a352f,8ec613ab-bef5-49cc-b9a9-d6619c3e59ad,FIXED,SimplyMobile,ACTIVE,2024-07-18,,2024-07-18T05:50:55,2026-04-01T11:05:50.396270
0b3c93be-bfd3-4d14-8510-3c9043c73b13,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,MOBILE,SimplyMobile,ACTIVE,2023-09-25,,2023-09-25T16:02:18,2026-04-01T11:05:50.396287
88cd5a90-9145-4cc7-a377-184a09ca99d3,6cb631b3-8f90-41ae-8df8-5a5b29692cc8,MOBILE,SimplyMobile,TERMINATED,2022-04-16,2021-06-24,2022-04-16T16:40:01,2026-04-01T11:05:50.396360
a7f29fe8-2dcb-4904-ab42-a2d15ac933bb,3abcb603-b8e4-494b-9d5d-e87f75f7444c,IOT,DutchTelco,BARRED,2025-12-25,,2025-12-25T09:07:58,2026-04-01T11:05:50.396435
9a55b853-79e2-4913-8a83-9b7be8216995,16146727-bbb0-4d1c-87bf-4f8bee9e579c,MOBILE,YongNL,ACTIVE,2025-05-15,,2025-05-15T01:08:43,2026-04-01T11:05:50.396468
f1d3d18b-9529-42f7-b8b5-a12754ea4ead,fb12733d-5776-4890-8284-221de60be933,MOBILE,DutchTelco,ACTIVE,2023-01-24,,2023-01-24T13:11:35,2026-04-01T11:05:50.396534
43a72bdd-1a95-4b03-8f0e-8f27f276f496,ef0083b3-7102-406a-a007-f6554b60014b,MOBILE,DutchTelco,ACTIVE,2024-01-24,,2024-01-24T03:34:37,2026-04-01T11:05:50.396613
155eb42e-c865-496c-b435-cd851a8890cc,6f8f8e21-c592-48f1-bd25-fc2016cf2a32,MOBILE,SimplyMobile,ACTIVE,2022-03-30,,2022-03-30T05:42:22,2026-04-01T11:05:50.396693
dd709fc1-6029-4dfa-8744-13b13cbcea62,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,MOBILE,DutchTelco,ACTIVE,2024-06-05,,2024-06-05T12:44:37,2026-04-01T11:05:50.396769
8f6c7b0b-af89-4fcd-84d2-128156e8320e,8e9e1f1a-b4b2-4145-9567-17a53256bc3c,MOBILE,SimplyMobile,ACTIVE,2023-07-12,,2023-07-12T12:28:29,2026-04-01T11:05:50.396831
7cede5ef-8b90-45ba-adbb-a31bf032d91e,293f78a3-a549-47ae-94c1-5c0ae01d14f6,MOBILE,SimplyMobile,ACTIVE,2025-06-23,,2025-06-23T03:44:43,2026-04-01T11:05:50.396903
26e0d1c9-28b0-45ca-baa7-2ead1e5c58ff,bdcc3f04-db83-4c5d-9aaf-e226ba2312c3,MOBILE,SimplyMobile,BARRED,2023-05-14,,2023-05-14T13:26:20,2026-04-01T11:05:50.396960
f4d49950-c2d7-4c99-8df9-e65f8660625e,6c401ddb-30d6-4e7f-9721-f11d35c11611,FIXED,SimplyMobile,ACTIVE,2020-08-17,,2020-08-17T15:34:23,2026-04-01T11:05:50.397025
d2b68d0f-45a7-488e-b328-6f3afe002dd8,cb2e4d12-d622-47ce-bd17-5fb2e793da15,MOBILE,SimplyMobile,BARRED,2026-10-17,,2026-10-17T01:53:47,2026-04-01T11:05:50.397049
ded1e82f-8275-40b1-bf0c-568b0d6e67bf,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,MOBILE,DutchTelco,SUSPENDED,2022-01-15,,2022-01-15T12:56:24,2026-04-01T11:05:50.397120
3b332bbe-f921-4739-b0af-b7d994a83660,3fc735de-62b7-4b01-b969-ede794f68f2b,MOBILE,SimplyMobile,ACTIVE,2024-04-19,,2024-04-19T22:27:47,2026-04-01T11:05:50.397177
edf99557-8175-4e27-9941-bd5a8d6f72e8,41cbc046-3b3f-46ec-967f-90893ec38414,MOBILE,YongNL,ACTIVE,2021-04-05,,2021-04-05T23:55:09,2026-04-01T11:05:50.397249
96104021-0e8d-4dae-bbb8-806a1afe3936,92e4012e-4ee6-4b63-a0d9-73c98137c1d1,MOBILE,SimplyMobile,BARRED,2025-07-03,,2025-07-03T13:47:51,2026-04-01T11:05:50.397311
30a92b11-8277-4ae9-810b-4d2ce9142b99,4d3f0f3a-5942-4d74-9f7e-0186d7b069b7,FIXED,DutchTelco,BARRED,2025-01-16,,2025-01-16T19:51:16,2026-04-01T11:05:50.397435
22a86b0a-01f9-43a8-ae63-eaee7cac3739,d0d1919a-3341-4394-96af-50a5a86b332c,MOBILE,SimplyMobile,ACTIVE,2020-02-24,,2020-02-24T05:41:30,2026-04-01T11:05:50.397460
a977d0f6-804e-4b41-9c77-bd819c878524,76827d89-da37-45a3-8102-e3277f4bf538,MOBILE,SimplyMobile,ACTIVE,2023-01-02,,2023-01-02T20:26:56,2026-04-01T11:05:50.397579
040631fa-2144-4efb-86e0-f533c96b2c99,021b7d91-56aa-4525-a077-bfa53154c3ef,MOBILE,DutchTelco,ACTIVE,2021-03-02,,2021-03-02T22:03:59,2026-04-01T11:05:50.397656
5e8bb5e9-3a08-4f8b-bcb0-479426c59c19,962c314c-cfe4-40e7-be4e-84eb3859e4cb,MOBILE,SimplyMobile,ACTIVE,2023-02-19,,2023-02-19T16:39:58,2026-04-01T11:05:50.397732
70389672-23af-4258-9a0b-6f38b5bcb60c,1cd2b2a0-7126-46aa-9e7a-b21db5b71399,MOBILE,YongNL,ACTIVE,2021-08-23,,2021-08-23T22:27:53,2026-04-01T11:05:50.397802
67bd8ea5-0d52-472b-8a09-b273504abf96,fabb284a-c2d4-429e-8391-9e615c12563e,MOBILE,DutchTelco,ACTIVE,2023-10-15,,2023-10-15T12:30:53,2026-04-01T11:05:50.397872
7929f661-906b-462f-bb62-2a446b3cb23d,76827d89-da37-45a3-8102-e3277f4bf538,MOBILE,YongNL,ACTIVE,2021-01-07,,2021-01-07T03:06:34,2026-04-01T11:05:50.397929
1090765f-6249-4563-a29a-13662f6a2619,d0d1919a-3341-4394-96af-50a5a86b332c,MOBILE,YongNL,ACTIVE,2025-05-29,,2025-05-29T08:38:16,2026-04-01T11:05:50.398413
47640576-cd49-4f5b-a07a-5a3647a5a692,cb2e4d12-d622-47ce-bd17-5fb2e793da15,FIXED,SimplyMobile,ACTIVE,2024-01-05,,2024-01-05T06:05:52,2026-04-01T11:05:50.398468
ff85f983-0c00-4a5c-9a9d-4c0ba0746d42,e6f33523-0716-4e4c-9466-de09814ac98a,MOBILE,SimplyMobile,ACTIVE,2025-07-16,,2025-07-16T05:35:12,2026-04-01T11:05:50.398490
eb181151-7c11-4fba-bbc7-83891d4f7640,46b1aad5-a7d9-41e8-a415-286b4b55a310,MOBILE,DutchTelco,TERMINATED,2021-01-26,2024-03-25,2021-01-26T20:28:37,2026-04-01T11:05:50.398564
d4f2ffd9-9b74-4918-bfba-dbfcef7b1ef4,6cb631b3-8f90-41ae-8df8-5a5b29692cc8,MOBILE,SimplyMobile,ACTIVE,2026-10-07,,2026-10-07T10:18:23,2026-04-01T11:05:50.398617
70765a0b-f45f-4f91-999e-9eb08f039d34,92c3c717-1133-47a5-9c99-7c7c12585eab,FIXED,DutchTelco,ACTIVE,2021-12-14,,2021-12-14T10:54:35,2026-04-01T11:05:50.398668
37688e56-2ab9-4b2c-ab9d-ee2f43387446,97d9eeb1-8d24-4d4e-bcde-423a1b7702ad,MOBILE,DutchTelco,ACTIVE,2025-11-28,,2025-11-28T19:56:27,2026-04-01T11:05:50.398692
d01d0a89-3fb9-42b0-8e95-70986860a7e9,6c401ddb-30d6-4e7f-9721-f11d35c11611,MOBILE,DutchTelco,ACTIVE,2021-07-04,,2021-07-04T02:18:28,2026-04-01T11:05:50.398745
4872a5f4-1272-43dc-a55a-33d7c7e48eb1,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,MOBILE,SimplyMobile,ACTIVE,2022-02-08,,2022-02-08T13:49:44,2026-04-01T11:05:50.398803
ab628fdd-2e73-4a93-b38b-fa401c10452d,03f8ab6b-d03c-4ccb-ba3c-37a9c4f00c4d,MOBILE,DutchTelco,ACTIVE,2021-03-29,,2021-03-29T04:34:26,2026-04-01T11:05:50.398853
a976ec1a-da94-44db-8929-c8ac3879883b,7b3843ab-aa8a-41b8-92c1-478c9319ed70,MOBILE,YongNL,ACTIVE,2020-04-19,,2020-04-19T02:40:44,2026-04-01T11:05:50.398903
aac071fb-46d9-4d6b-bb17-74df7bcca0ba,924120d5-552d-43c2-b264-88131460fec3,MOBILE,DutchTelco,SUSPENDED,2020-09-15,,2020-09-15T07:56:06,2026-04-01T11:05:50.398957
764d2113-55ca-4072-b0dd-e83b75dfcd2c,0b53d923-3857-4d18-85d3-aaddc58cbc9d,MOBILE,YongNL,ACTIVE,2024-10-21,,2024-10-21T07:39:05,2026-04-01T11:05:50.399008
bb16c4c9-75c0-4156-b65f-1d639ad097ee,b9d9e5da-623d-4ea0-988e-7aba37e3bf35,FIXED,YongNL,ACTIVE,2025-05-24,,2025-05-24T02:23:25,2026-04-01T11:05:50.399059
11684e40-2c01-443c-9c74-6af1c18f852f,d8bdb99b-c20c-4eb0-9392-5101a19eba9a,MOBILE,SimplyMobile,BARRED,2024-04-11,,2024-04-11T13:54:05,2026-04-01T11:05:50.399070
148d2032-2224-4aaa-b9a1-4ffb45db3b2c,8a015419-0583-4823-847c-54d8cb491f13,MOBILE,YongNL,ACTIVE,2026-07-28,,2026-07-28T02:33:58,2026-04-01T11:05:50.399123
c759a720-5593-4990-9294-b7f83b59e464,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,MOBILE,DutchTelco,ACTIVE,2022-12-25,,2022-12-25T00:42:37,2026-04-01T11:05:50.399177
d94dc747-4ed7-48dc-8554-c65a1f422436,a0a92150-234a-48bd-95b6-b761a5598347,IOT,SimplyMobile,ACTIVE,2025-03-27,,2025-03-27T05:57:28,2026-04-01T11:05:50.399233
b5c182c1-5448-4d6f-976e-d579fcb97068,a0f6f3d8-ef4c-4be4-9c83-1af7383a90bf,FIXED,SimplyMobile,TERMINATED,2023-02-22,2021-05-19,2023-02-22T07:46:16,2026-04-01T11:05:50.399256
7fdc4db1-a1a2-4ec0-8322-bd21d883de69,16146727-bbb0-4d1c-87bf-4f8bee9e579c,MOBILE,DutchTelco,SUSPENDED,2024-04-12,,2024-04-12T20:41:50,2026-04-01T11:05:50.399275
593d5794-ff77-4375-ab64-9cff8f33486e,cb2e4d12-d622-47ce-bd17-5fb2e793da15,MOBILE,YongNL,ACTIVE,2023-10-14,,2023-10-14T13:43:30,2026-04-01T11:05:50.399329
b826abc6-d95e-4a24-949e-6a6aad277410,8e9e1f1a-b4b2-4145-9567-17a53256bc3c,MOBILE,YongNL,ACTIVE,2025-09-18,,2025-09-18T07:01:37,2026-04-01T11:05:50.399379
1f272803-f130-43d9-96e4-64336959a422,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,MOBILE,DutchTelco,SUSPENDED,2020-07-02,,2020-07-02T07:02:12,2026-04-01T11:05:50.399433
e5ec2c7a-5a1a-4846-81a8-6043d0c3d396,293f78a3-a549-47ae-94c1-5c0ae01d14f6,FIXED,YongNL,ACTIVE,2026-03-09,,2026-03-09T08:38:06,2026-04-01T11:05:50.399483
eba42145-7d80-49d2-b72d-4fff09bee876,92e4012e-4ee6-4b63-a0d9-73c98137c1d1,MOBILE,SimplyMobile,BARRED,2021-08-07,,2021-08-07T12:36:47,2026-04-01T11:05:50.399503
f8a92cce-293f-40ec-a97e-f74bbf65ece8,920228b8-1d1d-482b-8441-fa189cf4929a,MOBILE,YongNL,ACTIVE,2022-10-20,,2022-10-20T17:54:49,2026-04-01T11:05:50.399562
02c9e183-22fd-4395-88c3-09853bb9b58b,d8bdb99b-c20c-4eb0-9392-5101a19eba9a,IOT,SimplyMobile,ACTIVE,2022-12-24,,2022-12-24T03:26:31,2026-04-01T11:05:50.399613
55fb8a4b-5bfb-45d5-9b11-9fb54703ea5a,920228b8-1d1d-482b-8441-fa189cf4929a,IOT,DutchTelco,ACTIVE,2020-03-27,,2020-03-27T04:09:22,2026-04-01T11:05:50.399632
45706e64-33bd-41c5-ab95-bb0957c79d18,b195b3c6-d8cd-4ca5-8f18-f3701b3c6424,MOBILE,YongNL,ACTIVE,2021-04-16,,2021-04-16T08:44:15,2026-04-01T11:05:50.399666
a25dc453-a791-436f-a9cb-cc2dd88095c4,e6f33523-0716-4e4c-9466-de09814ac98a,MOBILE,DutchTelco,ACTIVE,2024-04-22,,2024-04-22T02:56:06,2026-04-01T11:05:50.399719
08a35650-c8aa-49e9-bb45-ba1990717eb5,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,MOBILE,DutchTelco,ACTIVE,2023-02-11,,2023-02-11T04:17:55,2026-04-01T11:05:50.399780
1f0603c7-9389-475c-9233-1ffae534e7ea,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,MOBILE,YongNL,ACTIVE,2021-07-16,,2021-07-16T23:48:51,2026-04-01T11:05:50.399831
65f36822-d5d3-486f-a712-fc76885bb3e6,9b1b54ed-257b-4502-9177-4eb7784cc078,MOBILE,DutchTelco,SUSPENDED,2022-12-23,,2022-12-23T22:51:04,2026-04-01T11:05:50.399893
9961153f-71fa-4f7a-9a91-562c86a5f640,6cb631b3-8f90-41ae-8df8-5a5b29692cc8,MOBILE,SimplyMobile,ACTIVE,2020-04-17,,2020-04-17T22:27:23,2026-04-01T11:05:50.399951
506e13c4-eb07-4c0f-a1f3-031d07a492b2,aba60480-e032-402a-af19-77a249c64808,MOBILE,YongNL,ACTIVE,2021-10-28,,2021-10-28T17:06:04,2026-04-01T11:05:50.400007
33678fa3-8ac6-4a05-8955-8db72e134169,a79c860b-129c-47e3-a871-30a766c1f5b6,MOBILE,DutchTelco,ACTIVE,2023-06-21,,2023-06-21T17:55:51,2026-04-01T11:05:50.400058
77439361-d053-4dc8-9437-d1ed0063ccd3,3781073e-22ea-49ce-8ce3-304f18a29dc7,FIXED,SimplyMobile,ACTIVE,2024-06-13,,2024-06-13T13:12:25,2026-04-01T11:05:50.400102
10b92de3-aadd-4bfd-8b63-17cd8ef58866,e6f33523-0716-4e4c-9466-de09814ac98a,MOBILE,DutchTelco,ACTIVE,2026-02-10,,2026-02-10T04:30:09,2026-04-01T11:05:50.400116
99b0735f-ad10-48e4-bee9-d9beb38f875b,962c314c-cfe4-40e7-be4e-84eb3859e4cb,MOBILE,YongNL,ACTIVE,2022-02-21,,2022-02-21T21:36:00,2026-04-01T11:05:50.400174
