charge_id,account_id,subscriber_id,charge_type,source_usage_id,amount,currency_code,charge_ts,created_ts
8376a77c-3f35-4f7f-8362-ff9c8db20ddf,d0d1919a-3341-4394-96af-50a5a86b332c,43a72bdd-1a95-4b03-8f0e-8f27f276f496,ONE_TIME,,49.62,EUR,2020-11-09T04:11:52,2023-03-29T16:39:50
6cf608f5-087c-4c97-b762-c451135152da,d0d1919a-3341-4394-96af-50a5a86b332c,160f2223-36f7-402e-9c8d-392a7a72e93a,ONE_TIME,,38.57,EUR,2020-06-14T16:27:29,2020-04-17T01:38:03
b1d9b219-5cdd-40c7-8996-3f09aacff9b3,d0d1919a-3341-4394-96af-50a5a86b332c,801f0e24-37e9-4c47-910f-97f9c256fcdc,ONE_TIME,,88.69,EUR,2024-03-27T11:40:21,2020-12-29T11:46:33
9c0f227a-f77c-47e0-8c1d-1be88e4f46f8,d0d1919a-3341-4394-96af-50a5a86b332c,8c5e29f9-7d20-4870-8706-c14452bb17b1,USAGE,,41.11,EUR,2026-04-25T03:15:26,2021-09-03T08:32:14
b36b918c-655d-4a9d-a8eb-006a10c08d79,d0d1919a-3341-4394-96af-50a5a86b332c,3aefd2f8-78e7-47c4-b191-ffa022f0c80a,ONE_TIME,,66.47,EUR,2024-02-08T09:52:10,2026-06-20T12:46:02
904f1907-d99c-4186-a039-683e9cdb87ab,d0d1919a-3341-4394-96af-50a5a86b332c,3b332bbe-f921-4739-b0af-b7d994a83660,RECURRING,,62.88,EUR,2020-08-05T13:13:15,2024-08-07T19:54:39
f2842d67-a794-4785-bbb5-2de5b3ee2460,d0d1919a-3341-4394-96af-50a5a86b332c,edf99557-8175-4e27-9941-bd5a8d6f72e8,ADJUSTMENT,,62.19,EUR,2020-03-10T19:49:40,2025-11-23T05:08:04
9a7bf460-54c0-41f3-9abb-8b621d092cd3,d0d1919a-3341-4394-96af-50a5a86b332c,6a11f610-7c00-46ec-b250-3e69b9028158,ONE_TIME,,80.4,EUR,2021-05-16T12:16:53,2025-12-05T03:56:35
bf2b1305-ef3e-47d6-974d-bf40c37570b8,d0d1919a-3341-4394-96af-50a5a86b332c,77439361-d053-4dc8-9437-d1ed0063ccd3,RECURRING,,26.9,EUR,2022-11-25T20:11:35,2025-04-24T15:56:59
d91735ea-9850-4f70-80d0-d976e6892fe9,d0d1919a-3341-4394-96af-50a5a86b332c,0bde54df-7915-4145-92d5-ffb3bb2bbd1a,USAGE,,38.43,EUR,2022-02-07T16:41:04,2024-06-25T08:15:09
d20f48d6-c2d3-4374-9f5b-31ba373db7e3,d0d1919a-3341-4394-96af-50a5a86b332c,70765a0b-f45f-4f91-999e-9eb08f039d34,RECURRING,,15.01,EUR,2024-06-26T19:43:18,2021-11-30T16:36:41
1e58ef97-7255-4c55-8ccc-40a78d369700,d0d1919a-3341-4394-96af-50a5a86b332c,d4f2ffd9-9b74-4918-bfba-dbfcef7b1ef4,ONE_TIME,,41.36,EUR,2021-10-11T00:15:56,2024-09-15T22:08:23
7f3de898-5fa7-4926-a3aa-42ccb3b047c4,d0d1919a-3341-4394-96af-50a5a86b332c,aac071fb-46d9-4d6b-bb17-74df7bcca0ba,ADJUSTMENT,,22.17,EUR,2023-06-22T08:05:29,2020-06-16T12:18:40
f48c6e44-5bcc-4a7e-9057-cb6bab47619a,d0d1919a-3341-4394-96af-50a5a86b332c,3f1b57e1-860f-4ff2-95fe-68b80b27bcd7,USAGE,,36.11,EUR,2024-03-10T09:55:55,2020-06-22T05:25:50
9a812c41-0584-4f14-baad-44571ea843cb,d0d1919a-3341-4394-96af-50a5a86b332c,f16e5772-b331-478c-ab28-d8fb688ecbac,ONE_TIME,,34.65,EUR,2022-02-04T09:12:55,2020-04-05T21:05:30
88ce4ccb-6139-4544-a216-6385ca50d5d4,d0d1919a-3341-4394-96af-50a5a86b332c,7dac5b0f-04db-4c61-89f7-13bedc08549b,ONE_TIME,,41.71,EUR,2023-02-20T09:32:36,2025-12-12T16:58:58
6df87a33-b495-4d8a-bd14-04481086a3cd,a79c860b-129c-47e3-a871-30a766c1f5b6,593d5794-ff77-4375-ab64-9cff8f33486e,ADJUSTMENT,,67.06,EUR,2021-11-28T05:04:00,2021-10-23T20:05:56
55c973ba-6677-4be4-8e55-114d894b40bf,a79c860b-129c-47e3-a871-30a766c1f5b6,155eb42e-c865-496c-b435-cd851a8890cc,USAGE,,11.13,EUR,2022-03-03T08:33:59,2024-09-15T05:36:34
1f3460de-38c9-4e77-91a7-0c7a1f51125f,a79c860b-129c-47e3-a871-30a766c1f5b6,b97e39f4-ac93-4c99-8150-b877716ef365,ADJUSTMENT,,78.66,EUR,2026-10-20T14:14:48,2024-10-10T07:55:52
5af8143b-79fd-4abd-a3ba-1b03ebbbec04,a79c860b-129c-47e3-a871-30a766c1f5b6,ded1e82f-8275-40b1-bf0c-568b0d6e67bf,USAGE,,87.79,EUR,2025-10-11T05:34:43,2023-07-28T13:01:21
3d61ebeb-925e-4faa-ba6c-3f04df9a4222,a79c860b-129c-47e3-a871-30a766c1f5b6,f16e5772-b331-478c-ab28-d8fb688ecbac,ADJUSTMENT,,96.02,EUR,2020-04-03T15:50:44,2026-08-07T17:46:40
ea45496f-d284-4854-b002-2edd16c3f251,a79c860b-129c-47e3-a871-30a766c1f5b6,cb9d0faf-23e8-46f1-b65b-e1578d19e51e,ADJUSTMENT,,68.39,EUR,2021-05-02T14:30:44,2020-09-07T12:55:31
be78d158-099c-4de6-b391-e468b80a55c4,a79c860b-129c-47e3-a871-30a766c1f5b6,58cd3388-572d-424c-9b24-518e4dda55ed,ADJUSTMENT,,52.31,EUR,2021-08-23T00:23:48,2020-01-10T12:34:09
b90b315c-25c3-46e6-a0e1-95649d7cae4d,a79c860b-129c-47e3-a871-30a766c1f5b6,3e71eaa2-8265-44dc-8b3e-3dfe21aec1a1,USAGE,,18.86,EUR,2023-12-01T10:43:10,2020-12-19T12:43:55
5816b4ca-ea14-4e53-af5e-b3446acd524c,a79c860b-129c-47e3-a871-30a766c1f5b6,eb181151-7c11-4fba-bbc7-83891d4f7640,ONE_TIME,,2.47,EUR,2023-10-04T17:28:59,2021-03-05T21:16:25
785900ef-3441-413c-8c9b-b96cb87e8239,a79c860b-129c-47e3-a871-30a766c1f5b6,96104021-0e8d-4dae-bbb8-806a1afe3936,USAGE,,73.52,EUR,2025-11-11T20:49:59,2021-12-14T02:36:08
506de9b2-3cd8-4893-965e-95c751c8c75e,a79c860b-129c-47e3-a871-30a766c1f5b6,3aefd2f8-78e7-47c4-b191-ffa022f0c80a,ADJUSTMENT,,96.92,EUR,2026-08-30T01:35:37,2025-12-28T21:17:15
c2eb72f5-2c1b-4770-89a8-9eddb9ec4385,a79c860b-129c-47e3-a871-30a766c1f5b6,ce5d8263-9be0-4018-9ea1-6c42ff7a352f,ONE_TIME,,78.55,EUR,2020-03-07T05:08:57,2020-06-03T10:51:02
0789ee94-7eea-4546-ad44-ae9a32a87fa1,a79c860b-129c-47e3-a871-30a766c1f5b6,5e8bb5e9-3a08-4f8b-bcb0-479426c59c19,USAGE,,66.57,EUR,2026-01-30T13:46:38,2022-10-24T16:18:41
41ea926d-b357-499b-975c-4c6e8c206c24,a79c860b-129c-47e3-a871-30a766c1f5b6,84c9b695-9abb-4cf9-be2d-35d54706165c,ONE_TIME,,88.37,EUR,2023-10-15T23:39:32,2026-03-17T20:04:41
82cf5a51-ce21-415f-afa8-66e1422d4189,a79c860b-129c-47e3-a871-30a766c1f5b6,3e71eaa2-8265-44dc-8b3e-3dfe21aec1a1,ONE_TIME,,35.33,EUR,2026-02-13T16:29:51,2020-05-26T22:41:28
42f8c018-ddb9-4645-9c6b-84a645c26c71,a79c860b-129c-47e3-a871-30a766c1f5b6,fcba9ede-f8b3-4b81-b6da-0d46948d5720,ONE_TIME,,92.44,EUR,2022-08-21T17:25:28,2024-05-18T15:12:34
ed660cba-9511-45b1-b8df-2ef14c174535,a79c860b-129c-47e3-a871-30a766c1f5b6,d94dc747-4ed7-48dc-8554-c65a1f422436,USAGE,,3.6,EUR,2026-11-26T14:17:24,2020-11-15T19:04:46
41716658-a122-497e-b3ee-38e45bf89d68,a79c860b-129c-47e3-a871-30a766c1f5b6,7929f661-906b-462f-bb62-2a446b3cb23d,ADJUSTMENT,,49.99,EUR,2025-12-19T15:24:34,2021-09-06T19:36:58
3d39825f-6f06-425c-90f9-9b9a0b0b86a3,a79c860b-129c-47e3-a871-30a766c1f5b6,ce5d8263-9be0-4018-9ea1-6c42ff7a352f,ADJUSTMENT,,72.14,EUR,2021-09-22T04:20:33,2026-06-20T06:31:47
b9b241db-20f7-44f8-87f1-4bfba47873bd,a79c860b-129c-47e3-a871-30a766c1f5b6,e9e2f658-b20c-4827-a44f-ee7300d687b5,ONE_TIME,,68.47,EUR,2020-01-03T12:41:11,2022-08-30T11:03:44
3578c033-dc96-4240-9cea-56f664d226a6,a79c860b-129c-47e3-a871-30a766c1f5b6,ee93f915-c91f-42fc-a2f7-ac4d2e15ba81,RECURRING,,66.69,EUR,2024-01-16T12:24:46,2026-12-12T10:43:29
ed69c665-d648-451c-840f-dc2f3772b271,a79c860b-129c-47e3-a871-30a766c1f5b6,96104021-0e8d-4dae-bbb8-806a1afe3936,RECURRING,,4.03,EUR,2021-05-26T05:17:57,2026-01-28T05:49:47
021769dd-0e12-4bfd-b91e-8c2d8db2bb12,a79c860b-129c-47e3-a871-30a766c1f5b6,b97e39f4-ac93-4c99-8150-b877716ef365,ONE_TIME,,27.56,EUR,2022-01-17T16:25:29,2026-08-28T12:12:08
447e6735-f9d4-4276-b49e-9810bf5bde84,a79c860b-129c-47e3-a871-30a766c1f5b6,a5f6b74c-6ae8-41a9-90ab-dd2054974b22,ONE_TIME,,19.38,EUR,2022-10-07T20:08:43,2025-12-21T23:36:54
f0aee438-9be3-4c09-bbc9-d955dcfeb19d,a79c860b-129c-47e3-a871-30a766c1f5b6,ee93f915-c91f-42fc-a2f7-ac4d2e15ba81,ADJUSTMENT,,83.2,EUR,2022-06-29T06:34:57,2026-06-03T03:21:25
f978d5c7-dc32-4d99-b8b0-28e20615095e,a79c860b-129c-47e3-a871-30a766c1f5b6,2df05163-0f95-4884-b44c-135d01ba51d2,ONE_TIME,,8.88,EUR,2023-09-04T05:34:48,2023-10-15T23:59:30
575212f1-7997-4ccb-8a4e-ad907285b58d,a79c860b-129c-47e3-a871-30a766c1f5b6,3cbfa7a4-a64f-4c3b-927e-9f4c4350fbfe,ONE_TIME,,39.52,EUR,2026-06-15T05:25:37,2022-06-26T22:14:21
1f8f953c-15c3-481c-b9d4-210d120ed680,a79c860b-129c-47e3-a871-30a766c1f5b6,f4d49950-c2d7-4c99-8df9-e65f8660625e,ONE_TIME,,11.12,EUR,2025-08-28T03:35:45,2024-05-21T11:23:01
75243920-0ef9-48d0-88b7-576185adfa02,a79c860b-129c-47e3-a871-30a766c1f5b6,47640576-cd49-4f5b-a07a-5a3647a5a692,ADJUSTMENT,,52.37,EUR,2024-05-01T17:20:01,2026-11-03T10:48:31
08e21d69-c25a-405a-a363-5d9471d41e74,a79c860b-129c-47e3-a871-30a766c1f5b6,d94dc747-4ed7-48dc-8554-c65a1f422436,ONE_TIME,,82.66,EUR,2022-07-07T00:12:19,2026-12-27T03:56:43
ab7c6292-7583-45e9-9190-9713587a41b2,a79c860b-129c-47e3-a871-30a766c1f5b6,9961153f-71fa-4f7a-9a91-562c86a5f640,RECURRING,,92.71,EUR,2021-04-08T15:38:30,2021-11-06T01:12:33
dbfbb0e9-e38a-4207-8ca1-ccb9930375cb,a79c860b-129c-47e3-a871-30a766c1f5b6,f8a92cce-293f-40ec-a97e-f74bbf65ece8,ONE_TIME,,58.62,EUR,2023-01-07T01:05:53,2024-01-31T06:25:19
4acdb24b-1ff5-46fb-947e-f4985a6bffb0,a79c860b-129c-47e3-a871-30a766c1f5b6,fcba9ede-f8b3-4b81-b6da-0d46948d5720,ONE_TIME,,30.07,EUR,2021-03-16T10:52:20,2022-04-08T03:13:46
f680227d-49c9-46b0-8cee-ffc33384f016,a79c860b-129c-47e3-a871-30a766c1f5b6,3cbfa7a4-a64f-4c3b-927e-9f4c4350fbfe,ONE_TIME,,62.32,EUR,2022-05-28T13:30:46,2025-11-18T03:15:51
ae710c21-96b8-42e9-9524-3ff3450c43e7,a79c860b-129c-47e3-a871-30a766c1f5b6,cb9d0faf-23e8-46f1-b65b-e1578d19e51e,ADJUSTMENT,,85.3,EUR,2020-07-06T00:39:17,2021-09-05T22:55:41
07dd2309-996b-429b-8069-ff4f9e8b908e,a79c860b-129c-47e3-a871-30a766c1f5b6,b826abc6-d95e-4a24-949e-6a6aad277410,RECURRING,,29.06,EUR,2020-12-22T01:49:22,2021-12-27T14:24:39
97731b78-f912-4a5c-9874-a71f87d4b609,a79c860b-129c-47e3-a871-30a766c1f5b6,f4d49950-c2d7-4c99-8df9-e65f8660625e,RECURRING,,69.91,EUR,2025-11-15T15:35:03,2026-10-14T23:53:08
aae9876f-4951-4499-88d0-64341d186332,a79c860b-129c-47e3-a871-30a766c1f5b6,148d2032-2224-4aaa-b9a1-4ffb45db3b2c,ADJUSTMENT,,1.67,EUR,2024-01-18T04:15:54,2025-10-07T16:35:54
3d155453-8245-438d-b8d0-1e22d81309d0,a79c860b-129c-47e3-a871-30a766c1f5b6,d94dc747-4ed7-48dc-8554-c65a1f422436,ONE_TIME,,40.82,EUR,2021-07-14T10:35:51,2024-10-19T13:03:20
27f73d77-cd9e-4b58-ba39-29c102c04123,cb2e4d12-d622-47ce-bd17-5fb2e793da15,b9405874-cde2-4eab-b200-cda922104062,ONE_TIME,,72.44,EUR,2020-09-27T23:47:41,2020-01-06T06:45:42
f8ba1ab8-0da7-45da-a566-e4cf4d2054f6,cb2e4d12-d622-47ce-bd17-5fb2e793da15,96104021-0e8d-4dae-bbb8-806a1afe3936,ONE_TIME,,13.69,EUR,2026-07-17T15:52:01,2021-02-02T07:29:07
9857e952-dea9-46bd-9781-b5e3f75e7ed1,cb2e4d12-d622-47ce-bd17-5fb2e793da15,cb531a8a-1d50-4c04-a66f-0d6eda67b7dc,ONE_TIME,,19.88,EUR,2024-01-10T17:20:34,2024-02-10T12:19:48
63ed41c8-4e5f-477b-b659-86371bb4d7cd,cb2e4d12-d622-47ce-bd17-5fb2e793da15,10b92de3-aadd-4bfd-8b63-17cd8ef58866,USAGE,,21.99,EUR,2020-04-20T08:04:56,2021-10-01T00:09:30
6507f21a-60bc-4b3b-aa89-e4cfac5453c3,cb2e4d12-d622-47ce-bd17-5fb2e793da15,99b0735f-ad10-48e4-bee9-d9beb38f875b,RECURRING,,42.82,EUR,2024-01-22T19:10:30,2022-08-03T17:31:17
64cae6b4-155f-4be3-ac29-fd48818b09bd,cb2e4d12-d622-47ce-bd17-5fb2e793da15,6a11f610-7c00-46ec-b250-3e69b9028158,USAGE,,60.31,EUR,2020-09-08T14:46:46,2020-12-15T13:27:55
070a37b9-a135-43ba-812a-9c6dc1fbb10d,cb2e4d12-d622-47ce-bd17-5fb2e793da15,a977d0f6-804e-4b41-9c77-bd819c878524,RECURRING,,41.82,EUR,2021-06-16T04:55:18,2025-12-15T20:57:06
29c63a99-7857-41d6-a7f2-49aadbc76868,cb2e4d12-d622-47ce-bd17-5fb2e793da15,b97e39f4-ac93-4c99-8150-b877716ef365,ONE_TIME,,26.85,EUR,2021-10-11T21:40:41,2020-02-01T07:44:45
f16f99eb-29ad-4034-8385-f09cdd352956,cb2e4d12-d622-47ce-bd17-5fb2e793da15,a25dc453-a791-436f-a9cb-cc2dd88095c4,ONE_TIME,,4.21,EUR,2020-08-28T03:01:39,2024-01-27T12:31:36
5cd6132b-776f-4d33-a47b-4b5e057584b1,cb2e4d12-d622-47ce-bd17-5fb2e793da15,77439361-d053-4dc8-9437-d1ed0063ccd3,ADJUSTMENT,,37.49,EUR,2023-06-16T19:04:23,2024-12-18T18:43:49
6ad850ee-daed-48d1-ad67-d99989712dca,cb2e4d12-d622-47ce-bd17-5fb2e793da15,5b6d38d3-f8ae-463c-afb5-6d8fc1917c8d,ONE_TIME,,29.22,EUR,2021-12-07T07:16:30,2021-03-11T04:53:51
7e6df509-b97f-4679-9e98-d526fce2cd02,cb2e4d12-d622-47ce-bd17-5fb2e793da15,29064011-c048-460c-b749-fd1513979422,ADJUSTMENT,,43.98,EUR,2021-03-28T01:35:03,2021-04-30T16:07:02
cfb2358b-bd8c-4f5c-9320-7487f3258b48,cb2e4d12-d622-47ce-bd17-5fb2e793da15,16172428-0962-4325-bf4d-571a3cdcf1eb,RECURRING,,80.8,EUR,2024-08-16T17:14:06,2025-01-14T12:17:48
ecaceb0a-b280-40d4-91fd-0ffa05f87a2c,cb2e4d12-d622-47ce-bd17-5fb2e793da15,fcba9ede-f8b3-4b81-b6da-0d46948d5720,ADJUSTMENT,,17.03,EUR,2025-10-15T01:34:00,2025-10-18T03:51:46
488c7c5c-ead2-466a-aff1-9cd7ed6f9037,cb2e4d12-d622-47ce-bd17-5fb2e793da15,d4f2ffd9-9b74-4918-bfba-dbfcef7b1ef4,ONE_TIME,,45.33,EUR,2021-08-29T18:01:55,2021-03-19T10:45:03
31f3b2de-cd33-47ae-b931-e07e2467f441,cb2e4d12-d622-47ce-bd17-5fb2e793da15,9a55b853-79e2-4913-8a83-9b7be8216995,RECURRING,,20.35,EUR,2020-06-22T13:28:06,2022-10-06T01:29:45
df0c3663-0d9b-490a-aeba-42a70d5a260d,cb2e4d12-d622-47ce-bd17-5fb2e793da15,f16e5772-b331-478c-ab28-d8fb688ecbac,ONE_TIME,,8.89,EUR,2020-07-14T09:23:33,2023-02-02T15:19:12
4d3aab93-c875-4f26-afe4-9d1725f03ef8,cb2e4d12-d622-47ce-bd17-5fb2e793da15,b826abc6-d95e-4a24-949e-6a6aad277410,ADJUSTMENT,,18.32,EUR,2022-03-16T00:01:36,2024-11-17T05:22:34
22c680d5-1eb4-4106-b5be-1e48beedb591,cb2e4d12-d622-47ce-bd17-5fb2e793da15,a25dc453-a791-436f-a9cb-cc2dd88095c4,ONE_TIME,,45.24,EUR,2024-10-25T19:16:31,2020-05-01T06:07:35
c0b6473b-0734-4e15-919d-39ca9c1f0029,cb2e4d12-d622-47ce-bd17-5fb2e793da15,801f0e24-37e9-4c47-910f-97f9c256fcdc,ONE_TIME,,20.7,EUR,2022-03-31T19:25:10,2024-12-05T08:53:27
574ce268-e266-4080-8de8-aa8cd44f9950,cb2e4d12-d622-47ce-bd17-5fb2e793da15,65f36822-d5d3-486f-a712-fc76885bb3e6,ADJUSTMENT,,44.24,EUR,2021-09-01T02:22:37,2020-09-19T16:15:53
c0432d05-63e4-4354-9967-ac7a2f290a0a,cb2e4d12-d622-47ce-bd17-5fb2e793da15,b2938107-b2d1-4e47-980f-007ac9a2eeca,ADJUSTMENT,,2.88,EUR,2020-08-23T08:25:26,2024-10-09T03:19:21
1013bb06-2950-4162-a2f8-c8506ada8f04,cb2e4d12-d622-47ce-bd17-5fb2e793da15,7929f661-906b-462f-bb62-2a446b3cb23d,RECURRING,,75.75,EUR,2021-04-22T01:28:37,2025-06-12T21:29:07
86e54abf-fbbd-4aa1-be97-ed2c0bf301f4,cb2e4d12-d622-47ce-bd17-5fb2e793da15,33678fa3-8ac6-4a05-8955-8db72e134169,ONE_TIME,,4.7,EUR,2022-12-11T18:15:34,2026-03-11T02:52:45
a2307064-b1f5-4075-bd2c-d39f142318f6,cb2e4d12-d622-47ce-bd17-5fb2e793da15,96104021-0e8d-4dae-bbb8-806a1afe3936,ONE_TIME,,57.84,EUR,2023-07-14T07:42:45,2020-09-26T10:50:11
167ee42c-219e-4ebd-8ffa-049b5eab216f,cb2e4d12-d622-47ce-bd17-5fb2e793da15,160f2223-36f7-402e-9c8d-392a7a72e93a,ONE_TIME,,61.45,EUR,2025-08-17T01:51:37,2023-05-04T20:53:38
0b2c109e-4ca9-4417-89d5-64b772eef3fa,cb2e4d12-d622-47ce-bd17-5fb2e793da15,eba42145-7d80-49d2-b72d-4fff09bee876,ADJUSTMENT,,93.0,EUR,2024-06-05T19:33:31,2022-07-05T20:04:12
5d352e80-3895-4be2-8211-4a2643a4c73f,cb2e4d12-d622-47ce-bd17-5fb2e793da15,9a55b853-79e2-4913-8a83-9b7be8216995,ADJUSTMENT,,68.83,EUR,2024-08-25T12:38:35,2023-04-13T03:26:58
91a3d9c8-adbd-41d5-b704-00a61cf31584,cb2e4d12-d622-47ce-bd17-5fb2e793da15,7dac5b0f-04db-4c61-89f7-13bedc08549b,RECURRING,,15.7,EUR,2025-06-09T09:03:31,2025-05-19T18:17:15
98f8e507-73a3-482a-b2d7-87acecbafc8e,aba60480-e032-402a-af19-77a249c64808,1f0603c7-9389-475c-9233-1ffae534e7ea,ADJUSTMENT,,69.7,EUR,2025-04-25T09:25:08,2023-07-18T19:04:24
b76145ee-e1f2-4518-bd7c-ba775006d74e,aba60480-e032-402a-af19-77a249c64808,362354ba-7dae-4d91-82cf-8cace40e8189,RECURRING,,8.83,EUR,2023-02-24T22:06:05,2024-03-05T16:52:16
24d9a37c-c009-46ce-8f5a-509e7b2549c4,aba60480-e032-402a-af19-77a249c64808,d2b68d0f-45a7-488e-b328-6f3afe002dd8,ADJUSTMENT,,99.34,EUR,2020-01-26T17:00:06,2025-04-27T18:33:25
4aa62c73-4c52-44d8-bd29-c6064bd21d43,aba60480-e032-402a-af19-77a249c64808,43a72bdd-1a95-4b03-8f0e-8f27f276f496,ADJUSTMENT,,99.17,EUR,2021-06-07T06:55:05,2021-12-09T18:38:56
c90d0628-9a99-459f-954b-c24d81cec6fa,aba60480-e032-402a-af19-77a249c64808,a5f6b74c-6ae8-41a9-90ab-dd2054974b22,ADJUSTMENT,,93.14,EUR,2020-02-25T08:28:08,2024-07-31T08:54:10
75300502-cf19-456f-8a96-c2d05fdea8ba,aba60480-e032-402a-af19-77a249c64808,1090765f-6249-4563-a29a-13662f6a2619,ADJUSTMENT,,8.54,EUR,2021-03-30T05:03:13,2025-12-05T08:14:47
3574f9c6-b294-4a53-867b-e758b07baed7,aba60480-e032-402a-af19-77a249c64808,c759a720-5593-4990-9294-b7f83b59e464,ADJUSTMENT,,34.87,EUR,2024-10-27T11:44:37,2024-04-29T17:03:29
3bc3f25b-3694-462f-8df9-046bab7bf25d,aba60480-e032-402a-af19-77a249c64808,3b332bbe-f921-4739-b0af-b7d994a83660,ONE_TIME,,97.4,EUR,2021-11-22T11:16:32,2021-12-17T09:08:07
eb026e14-cf26-4a2f-8fe0-7977f7113309,aba60480-e032-402a-af19-77a249c64808,d4f2ffd9-9b74-4918-bfba-dbfcef7b1ef4,USAGE,,50.84,EUR,2022-11-03T11:51:48,2023-01-04T01:02:43
f1337491-007f-4f25-958d-a161b8ce010d,aba60480-e032-402a-af19-77a249c64808,cb9d0faf-23e8-46f1-b65b-e1578d19e51e,ONE_TIME,,31.24,EUR,2024-02-13T09:41:29,2023-10-18T23:09:55
b93c31ee-269b-4a28-b9ab-8d1d2a05e6b6,aba60480-e032-402a-af19-77a249c64808,a1e28bf1-b530-4c61-8e16-985b43e1e9f7,RECURRING,,12.03,EUR,2022-03-03T04:59:45,2025-01-06T09:49:34
77fc2d71-640e-43dc-9f52-f9e373b66c29,aba60480-e032-402a-af19-77a249c64808,70389672-23af-4258-9a0b-6f38b5bcb60c,ADJUSTMENT,,68.54,EUR,2026-12-17T23:52:05,2025-01-20T14:57:49
91572aa2-ef7d-4d2c-b789-f5519162b392,aba60480-e032-402a-af19-77a249c64808,d1eb469b-7210-4d2c-9002-e5f0dc732411,USAGE,,25.05,EUR,2023-04-17T20:41:43,2021-11-12T15:10:01
ec81396e-bdb5-406a-b490-12be373855e7,aba60480-e032-402a-af19-77a249c64808,79f7da07-c57d-43d7-b3bb-9c617f81ff57,ADJUSTMENT,,68.82,EUR,2020-10-25T15:22:45,2020-02-21T20:34:03
7ee96a05-f81c-4986-8ca7-e4681c52de62,aba60480-e032-402a-af19-77a249c64808,b826abc6-d95e-4a24-949e-6a6aad277410,RECURRING,,61.07,EUR,2024-05-04T07:52:02,2022-11-10T10:45:40
b3d7c30b-44ea-4f0c-aa4c-e9fb3e4e6312,aba60480-e032-402a-af19-77a249c64808,79f7da07-c57d-43d7-b3bb-9c617f81ff57,RECURRING,,39.27,EUR,2022-07-29T10:46:34,2025-08-22T04:17:39
555048f4-814f-4536-8d34-c1f99d1ca57a,aba60480-e032-402a-af19-77a249c64808,9961153f-71fa-4f7a-9a91-562c86a5f640,USAGE,,33.77,EUR,2022-07-29T09:00:02,2021-03-01T16:04:45
e00c59e1-e0cf-4d8f-8d2c-0e87dfbefc1a,aba60480-e032-402a-af19-77a249c64808,08a35650-c8aa-49e9-bb45-ba1990717eb5,ADJUSTMENT,,44.61,EUR,2025-08-31T09:32:57,2020-10-01T13:22:11
4cafbbd7-0788-4b56-b006-2075f9af57de,aba60480-e032-402a-af19-77a249c64808,8c5e29f9-7d20-4870-8706-c14452bb17b1,ONE_TIME,,26.18,EUR,2024-01-12T08:16:27,2020-08-07T17:13:52
