payment_id,account_id,payment_ts,amount,currency_code,method,status,created_ts
ebedc615-ed0c-4d10-a977-9846dbbcd990,aba60480-e032-402a-af19-77a249c64808,2025-06-10T19:04:23,25.51,EUR,WALLET,SETTLED,2024-01-26T14:54:04
2b1e18b4-7d2d-42a9-b66b-604e5a653023,aba60480-e032-402a-af19-77a249c64808,2026-05-21T14:57:24,24.21,EUR,WALLET,SETTLED,2020-04-01T02:08:27
754fc68d-914b-4782-ba62-8641f9300d02,aba60480-e032-402a-af19-77a249c64808,2024-01-08T14:54:40,113.96,EUR,WALLET,SETTLED,2022-02-04T12:00:19
2a95aa73-4447-451e-a329-80a5e149fcf4,126c2aab-26fa-43a0-888b-ff5be7159b84,2025-02-01T06:08:54,50.41,EUR,DD,SETTLED,2021-04-26T02:18:09
6e47542c-71db-4498-aab7-96720c6b06bc,126c2aab-26fa-43a0-888b-ff5be7159b84,2022-11-13T06:50:26,139.78,EUR,BANK_TRANSFER,FAILED,2026-03-22T22:20:17
4aa6f42a-a863-422e-bc63-f25631759da0,126c2aab-26fa-43a0-888b-ff5be7159b84,2021-09-11T03:43:32,173.03,EUR,CARD,SETTLED,2025-07-12T19:43:39
5cedc047-8bbc-4301-b923-cd62cdb2e0d0,126c2aab-26fa-43a0-888b-ff5be7159b84,2021-02-05T23:39:59,93.36,EUR,DD,SETTLED,2020-12-12T21:38:36
c9bc9ad7-9e29-4356-9e24-3aba5a5f1566,126c2aab-26fa-43a0-888b-ff5be7159b84,2024-04-06T08:14:12,120.75,EUR,DD,SETTLED,2023-02-27T14:11:56
3d40a09e-1e52-4fda-87ac-c9dee61dc6da,126c2aab-26fa-43a0-888b-ff5be7159b84,2024-02-06T21:03:23,115.69,EUR,DD,SETTLED,2022-04-08T01:51:44
1c6dc8ee-536e-428e-8272-b6b0f4ed554a,126c2aab-26fa-43a0-888b-ff5be7159b84,2022-09-13T02:05:45,170.2,EUR,WALLET,SETTLED,2020-04-24T11:46:17
9d83939b-b1c6-4d62-a875-ce53eb3209d9,126c2aab-26fa-43a0-888b-ff5be7159b84,2024-02-23T14:49:46,90.27,EUR,WALLET,SETTLED,2025-08-07T10:50:29
f7ca70ab-5a4d-49e2-a098-bd5145615626,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2020-06-24T09:17:36,97.91,EUR,BANK_TRANSFER,SETTLED,2020-09-19T04:46:39
4f8d3842-d694-49ed-b085-13aba7c4b3dd,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2022-07-04T18:03:52,24.93,EUR,BANK_TRANSFER,SETTLED,2021-04-15T06:46:55
d41db721-56e9-46d5-b0a5-0931fd7abede,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2025-03-05T10:54:25,175.58,EUR,WALLET,SETTLED,2024-05-23T06:21:37
6d57fd34-0b46-4e9e-9593-416fee493e2d,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2023-10-13T20:43:53,104.84,EUR,CARD,SETTLED,2024-10-28T02:59:36
12f2c515-25b4-4f65-a836-4fe0cad15140,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2026-11-01T06:04:16,147.05,EUR,WALLET,SETTLED,2022-11-28T22:20:25
4d36499a-80fb-4cfc-9f82-bc48b6d1e172,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2024-05-07T07:05:04,60.11,EUR,WALLET,SETTLED,2020-07-15T06:18:56
23250881-b441-437a-92c4-f7c81afcb300,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2022-01-21T06:53:26,48.36,EUR,DD,AUTHORIZED,2022-10-15T06:19:29
13c4a878-e6a0-42b7-8518-749a29b29b3a,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2023-04-14T05:16:26,57.42,EUR,CARD,AUTHORIZED,2022-08-08T21:28:45
68035493-009d-4827-882f-c6ae95d70d94,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2026-07-01T13:32:47,144.77,EUR,IDEAL,SETTLED,2026-01-21T00:02:35
5f7a820e-8a23-495c-9582-857a21bc954a,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2023-07-09T22:45:57,45.36,EUR,BANK_TRANSFER,SETTLED,2026-07-14T01:09:56
f9231b97-22a5-4781-a5cb-f0bcb691956d,b6cc14a0-5146-4824-b763-856301ec746f,2021-05-18T01:14:17,185.41,EUR,BANK_TRANSFER,FAILED,2022-10-29T04:38:38
d2072b76-affa-4085-94bd-4cee0293c1db,b6cc14a0-5146-4824-b763-856301ec746f,2020-06-26T12:30:17,139.75,EUR,IDEAL,SETTLED,2024-06-29T11:10:19
e4ce1ced-e2d6-42cb-a8cd-49dd86e81b09,b6cc14a0-5146-4824-b763-856301ec746f,2020-06-07T12:09:50,160.06,EUR,CARD,SETTLED,2023-11-10T19:38:27
b6c9f205-3bf6-43e0-bd2a-943e6a003938,b6cc14a0-5146-4824-b763-856301ec746f,2025-05-10T04:20:59,96.58,EUR,DD,SETTLED,2022-01-10T03:38:00
055131cf-a5ca-4577-8ea8-0d414304efee,b6cc14a0-5146-4824-b763-856301ec746f,2023-09-20T07:13:59,134.34,EUR,BANK_TRANSFER,SETTLED,2020-04-30T08:31:19
eea6a567-d517-4384-91a3-9cdf482eddfb,b6cc14a0-5146-4824-b763-856301ec746f,2025-05-21T12:19:34,71.94,EUR,BANK_TRANSFER,SETTLED,2022-07-01T19:27:20
7152f2a8-1f89-4b9e-9556-6b742ea10b39,b6cc14a0-5146-4824-b763-856301ec746f,2021-11-30T03:54:52,167.2,EUR,WALLET,SETTLED,2020-01-26T15:53:05
16bc2ddb-0dd2-4736-ae8f-8caa9d695d2f,b6cc14a0-5146-4824-b763-856301ec746f,2021-07-15T09:21:46,82.59,EUR,CARD,SETTLED,2026-09-06T01:00:47
51bb063d-8cc0-4692-b9ca-ca8da8cdb620,b6cc14a0-5146-4824-b763-856301ec746f,2022-10-17T12:08:42,53.27,EUR,CARD,FAILED,2020-10-05T22:49:30
1934fe88-5038-4bfa-8ee0-28bbc85dfbb6,b6cc14a0-5146-4824-b763-856301ec746f,2022-08-28T20:09:40,194.58,EUR,IDEAL,SETTLED,2023-01-13T17:41:34
c3291272-aa81-4015-acaf-5504f26a5d34,4a8361e0-b428-481e-a87a-654b7f724f6c,2026-02-05T18:01:00,81.01,EUR,IDEAL,SETTLED,2020-05-02T01:06:31
0c572b49-21a0-4e87-94f6-e0136f7e446d,4a8361e0-b428-481e-a87a-654b7f724f6c,2022-09-23T04:21:51,121.36,EUR,CARD,AUTHORIZED,2025-03-04T06:39:29
18d05ef6-bd0c-46ae-af87-1e40fd1024e7,4a8361e0-b428-481e-a87a-654b7f724f6c,2021-01-01T06:48:49,26.23,EUR,IDEAL,SETTLED,2021-01-18T03:13:34
10a478ba-71c8-4765-af1f-7dac16557c48,4a8361e0-b428-481e-a87a-654b7f724f6c,2024-04-08T18:02:47,111.68,EUR,CARD,SETTLED,2025-07-23T04:11:07
123253c5-4db7-45cd-962a-e7cdb8dd1356,4a8361e0-b428-481e-a87a-654b7f724f6c,2020-04-12T08:20:55,185.97,EUR,BANK_TRANSFER,SETTLED,2021-04-03T15:07:36
da8d92e2-8e08-40d5-8422-243d0609c822,4a8361e0-b428-481e-a87a-654b7f724f6c,2021-11-15T17:51:04,105.31,EUR,CARD,SETTLED,2023-06-08T07:26:03
3e52184f-dffc-4747-9b69-3f663f256ca4,4a8361e0-b428-481e-a87a-654b7f724f6c,2021-08-15T07:48:19,72.76,EUR,DD,SETTLED,2021-08-13T02:41:25
07721e13-a2af-4efc-9f34-ddba0f8c7d0d,4a8361e0-b428-481e-a87a-654b7f724f6c,2020-03-04T04:21:11,58.64,EUR,WALLET,SETTLED,2020-12-03T04:46:58
39a39a35-ca44-4725-a05b-48cf2bc22eb9,381057fa-460b-432d-b024-ebdca65ea73b,2026-08-05T20:24:16,106.6,EUR,CARD,SETTLED,2025-06-10T10:53:14
9c132ff5-363c-430a-a488-f4896a58f6c1,381057fa-460b-432d-b024-ebdca65ea73b,2020-06-14T14:56:26,120.74,EUR,CARD,SETTLED,2020-01-29T05:51:18
5205dedb-6f7e-43a9-b8fe-4d43d526f61d,381057fa-460b-432d-b024-ebdca65ea73b,2026-02-18T00:43:46,148.94,EUR,BANK_TRANSFER,SETTLED,2025-03-21T16:02:00
acffe008-d94c-4ae1-ba31-5e37ff4b9d61,381057fa-460b-432d-b024-ebdca65ea73b,2021-11-26T20:16:42,176.26,EUR,DD,SETTLED,2021-07-06T06:56:25
5fe32e7e-3d93-49e4-af93-7f185e502429,381057fa-460b-432d-b024-ebdca65ea73b,2022-02-01T05:52:07,90.33,EUR,CARD,SETTLED,2024-04-23T19:42:48
d19d72ab-ef29-403a-9b78-b81f78e04c56,381057fa-460b-432d-b024-ebdca65ea73b,2024-04-15T17:22:54,102.06,EUR,IDEAL,SETTLED,2020-03-22T12:51:28
11c99111-4f50-42cf-935a-3d372621eac4,381057fa-460b-432d-b024-ebdca65ea73b,2023-12-31T02:27:39,144.22,EUR,DD,SETTLED,2024-02-02T22:47:56
bdc27d86-c589-4b09-bed5-5538505bca0d,381057fa-460b-432d-b024-ebdca65ea73b,2021-08-04T02:20:03,152.44,EUR,IDEAL,SETTLED,2021-08-17T12:04:00
84dc5761-6f99-4123-a57f-133f77b340ac,381057fa-460b-432d-b024-ebdca65ea73b,2025-05-21T00:13:12,85.52,EUR,WALLET,SETTLED,2021-10-03T09:54:13
973510ab-d5a7-4246-9dea-a2bbcc1efc25,381057fa-460b-432d-b024-ebdca65ea73b,2021-04-05T19:34:55,59.98,EUR,DD,SETTLED,2023-04-14T16:04:14
43f78f94-58e4-4fa1-b173-60130bddd7c8,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2025-04-22T10:54:21,38.02,EUR,WALLET,SETTLED,2020-12-20T15:39:39
b2484d3a-77b7-4db9-bcd2-e63a82d49006,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2026-05-01T06:11:19,145.52,EUR,CARD,SETTLED,2023-03-21T17:14:28
62589a62-dc30-4ab2-a69b-796c153827db,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2023-06-14T08:49:17,34.0,EUR,IDEAL,SETTLED,2023-01-05T11:27:49
a6ce8567-a63d-4e90-8a78-8abd96768046,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2023-10-05T06:32:52,89.97,EUR,BANK_TRANSFER,SETTLED,2020-02-14T05:22:55
2577dd9a-db60-424d-8f70-6b1ca1c4d98d,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2023-04-16T17:23:47,60.57,EUR,DD,SETTLED,2026-05-14T01:17:44
5be56c2e-e598-42d4-adb1-43df02783b93,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2025-03-30T05:12:33,98.1,EUR,BANK_TRANSFER,AUTHORIZED,2020-02-19T00:38:21
ffb30c36-356b-41ee-94c1-a194edfd75db,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2022-07-19T16:55:21,132.65,EUR,BANK_TRANSFER,SETTLED,2023-01-02T05:05:25
58591097-32c4-47bc-bcd6-588e43e2f20d,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2023-02-14T07:20:49,126.19,EUR,CARD,SETTLED,2020-05-13T18:49:14
507832f6-fe50-482b-99c1-c3843787ad6a,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2025-05-07T17:04:16,140.95,EUR,CARD,SETTLED,2024-08-08T23:06:18
3e6261f9-9cf0-4977-8b0e-126b0a024741,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,2020-01-22T22:53:30,94.44,EUR,CARD,SETTLED,2026-10-27T02:50:30
4b523623-719b-4c09-9494-f99bcaf7671a,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,2020-05-19T22:35:54,160.62,EUR,BANK_TRANSFER,AUTHORIZED,2022-09-05T21:10:55
6f7e5c14-945a-453a-82f4-f31643d4703a,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,2026-01-13T18:22:05,68.24,EUR,IDEAL,SETTLED,2022-11-13T01:38:52
18e8cbd4-d643-442d-9164-ebaaf0bdd42e,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,2020-10-27T17:50:22,111.6,EUR,BANK_TRANSFER,SETTLED,2020-11-19T23:47:51
34c32554-eb6b-429d-b9e7-6a1385687250,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,2021-01-25T10:57:53,101.34,EUR,BANK_TRANSFER,SETTLED,2026-12-11T12:42:23
8ac4ea0a-a3f5-42b5-a4ce-ad769aa6b9ed,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,2022-10-16T19:42:07,185.93,EUR,CARD,SETTLED,2025-04-20T00:03:18
08b1c42b-ab38-41d6-9b44-d4ee28ca5abc,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,2020-02-16T18:15:57,169.2,EUR,CARD,SETTLED,2023-07-30T09:07:34
00a77967-924c-4bda-88a0-52f04cbf10e5,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,2023-02-05T00:48:15,128.76,EUR,WALLET,SETTLED,2020-11-29T17:01:43
4cc600a7-e4d5-4518-abe5-6538df209f73,ae8d872d-9a6f-433d-a15d-9cbc26bc541b,2022-05-06T18:24:25,158.41,EUR,CARD,SETTLED,2024-03-02T17:35:25
680b8292-9a06-4b84-8aff-c43d6192b788,fb12733d-5776-4890-8284-221de60be933,2023-04-07T21:03:22,32.83,EUR,IDEAL,SETTLED,2023-08-24T03:09:11
6b04295f-91ba-4de8-9ff8-f7ea424e8d27,fb12733d-5776-4890-8284-221de60be933,2022-11-17T09:16:04,158.57,EUR,WALLET,SETTLED,2023-04-27T00:09:51
8aa32e85-0fdc-48e4-bdea-cec7332a33b0,fb12733d-5776-4890-8284-221de60be933,2022-04-06T06:33:26,184.19,EUR,IDEAL,AUTHORIZED,2022-08-13T10:52:30
8de84dbd-a434-465c-a635-7b22d44a6171,fb12733d-5776-4890-8284-221de60be933,2020-06-20T23:04:28,23.58,EUR,DD,SETTLED,2020-07-05T19:19:51
4e4baceb-460d-48df-9b70-87671a414f24,fb12733d-5776-4890-8284-221de60be933,2023-01-01T04:58:13,112.29,EUR,IDEAL,AUTHORIZED,2020-07-04T22:21:46
199ccda3-ea9f-436e-aae5-db4200588714,fb12733d-5776-4890-8284-221de60be933,2020-07-17T17:39:47,116.24,EUR,CARD,REFUNDED,2023-02-12T23:04:13
33e7877f-f63c-4e11-ba86-b1ae4383bf3f,fb12733d-5776-4890-8284-221de60be933,2023-01-07T21:37:00,125.1,EUR,IDEAL,SETTLED,2026-10-23T15:38:31
24dce721-a3ed-4241-be7c-15487bdfee1a,fb12733d-5776-4890-8284-221de60be933,2026-06-16T15:08:53,69.09,EUR,DD,SETTLED,2021-03-24T06:23:24
70014591-073b-465a-aac4-810030e443d1,fb12733d-5776-4890-8284-221de60be933,2026-11-01T08:33:00,73.79,EUR,CARD,SETTLED,2023-12-20T12:48:44
cc0ed591-d872-4496-82fd-2905b9c04c9f,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,2022-02-11T13:24:28,102.74,EUR,WALLET,SETTLED,2024-08-28T13:27:04
8543b0eb-e5e7-4a7a-856b-fd099badb926,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,2020-01-07T04:20:47,90.95,EUR,DD,SETTLED,2020-05-11T04:50:54
37f6f051-ead0-4b20-8bef-7827844bf263,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,2021-06-08T04:43:44,196.19,EUR,BANK_TRANSFER,SETTLED,2026-02-07T01:04:57
d62ace11-8dbb-4248-8813-0e2281d8276b,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,2022-05-05T23:28:27,119.67,EUR,IDEAL,SETTLED,2026-12-03T23:01:06
dc400a7f-368b-4562-930c-a7f097e90b2e,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,2025-04-26T14:39:04,78.93,EUR,BANK_TRANSFER,SETTLED,2024-07-11T03:17:18
61313b6e-f825-4d93-9b3c-b8d1de0cb242,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,2020-04-20T19:10:13,64.16,EUR,BANK_TRANSFER,AUTHORIZED,2023-05-30T12:58:23
ff0df2e8-a5c1-4a34-9fec-4ca597e1252d,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,2024-11-13T09:08:55,165.62,EUR,CARD,SETTLED,2024-04-20T07:31:48
e9df5c9a-56da-4d86-9561-e7012c4b3e61,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,2021-06-09T12:13:04,122.17,EUR,BANK_TRANSFER,SETTLED,2024-04-11T19:40:21
d48a290b-5432-408d-911b-23f2f58a77ae,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,2023-12-29T18:48:10,135.08,EUR,IDEAL,SETTLED,2024-03-18T08:51:05
60a5332a-59ca-4eef-b982-9c3a84b46efb,1d67a690-6098-4ddc-a5e9-628d4ef5cc59,2023-05-08T19:02:01,58.94,EUR,WALLET,SETTLED,2022-01-02T23:51:21
e3773353-b75b-4b36-83f7-98ee8ac43698,3781073e-22ea-49ce-8ce3-304f18a29dc7,2020-02-01T13:18:07,135.12,EUR,BANK_TRANSFER,REFUNDED,2026-03-29T01:38:48
4ea260d0-bf53-4af7-81b7-237add6cc833,3781073e-22ea-49ce-8ce3-304f18a29dc7,2025-03-17T16:15:01,42.97,EUR,WALLET,AUTHORIZED,2020-10-25T00:57:19
a072b719-6021-48ac-af6c-d14e37aab345,3781073e-22ea-49ce-8ce3-304f18a29dc7,2021-02-23T19:18:58,176.01,EUR,BANK_TRANSFER,SETTLED,2020-11-12T19:21:55
11f5eb3a-687b-4eaa-9884-188e070520e9,3781073e-22ea-49ce-8ce3-304f18a29dc7,2021-06-01T16:48:58,37.21,EUR,BANK_TRANSFER,SETTLED,2026-03-26T13:51:29
e9d94bbc-1364-4339-afb1-b0fdc9064586,3781073e-22ea-49ce-8ce3-304f18a29dc7,2023-03-24T23:56:40,43.2,EUR,CARD,SETTLED,2025-09-19T21:35:59
872f4c8e-7b0d-4b32-a476-623fdd0f44bf,3781073e-22ea-49ce-8ce3-304f18a29dc7,2026-11-04T07:01:24,59.96,EUR,BANK_TRANSFER,SETTLED,2026-04-09T20:45:01
2a8b3e85-f2b2-4136-b672-d84da9ee6a68,3781073e-22ea-49ce-8ce3-304f18a29dc7,2022-07-20T14:35:37,159.16,EUR,DD,AUTHORIZED,2026-12-16T23:57:45
85a6554f-2712-453a-8378-a0fca8b876ea,3781073e-22ea-49ce-8ce3-304f18a29dc7,2024-12-26T08:59:58,182.69,EUR,IDEAL,SETTLED,2020-02-26T10:52:21
e7720bbd-56ac-4575-87b1-c51e5a7376ab,3781073e-22ea-49ce-8ce3-304f18a29dc7,2026-03-13T10:22:58,108.74,EUR,BANK_TRANSFER,SETTLED,2023-06-07T22:49:01
86a0d379-2f7d-4913-a8ae-8cbc80e98c9d,920228b8-1d1d-482b-8441-fa189cf4929a,2022-03-26T05:26:04,105.77,EUR,CARD,SETTLED,2020-04-25T10:34:13
c97d3dd9-7291-4cbf-a1c7-1e1a691ccce7,920228b8-1d1d-482b-8441-fa189cf4929a,2024-03-15T06:16:22,135.85,EUR,CARD,SETTLED,2024-09-24T10:28:45
d5d088a2-a1d3-47dd-9496-e912726408e6,920228b8-1d1d-482b-8441-fa189cf4929a,2021-09-06T17:23:15,85.65,EUR,DD,REFUNDED,2026-06-27T20:37:49
46d79a4c-a855-457b-b883-aa3e83b5d0bd,920228b8-1d1d-482b-8441-fa189cf4929a,2025-09-16T05:18:10,89.82,EUR,DD,AUTHORIZED,2025-05-28T10:35:02
c07b4d60-f75f-40c5-9e0d-039ec08dc9c5,920228b8-1d1d-482b-8441-fa189cf4929a,2020-09-29T21:21:34,166.59,EUR,IDEAL,SETTLED,2025-06-09T19:55:13
927c3bc5-34d4-4f84-9956-f1490813e7b8,920228b8-1d1d-482b-8441-fa189cf4929a,2020-01-18T06:00:09,161.96,EUR,BANK_TRANSFER,SETTLED,2025-03-07T05:30:48
f656cbf2-328c-4f4a-a922-06031b6d7600,920228b8-1d1d-482b-8441-fa189cf4929a,2024-04-22T13:37:35,166.0,EUR,DD,SETTLED,2020-10-12T20:23:51
78a2ebee-eca0-43c9-8db2-32acd9fc8539,920228b8-1d1d-482b-8441-fa189cf4929a,2020-09-07T05:20:08,177.46,EUR,BANK_TRANSFER,FAILED,2024-10-12T03:15:00
07ca5150-172b-4d4d-b5a3-88df310efd98,920228b8-1d1d-482b-8441-fa189cf4929a,2026-02-07T14:52:12,189.45,EUR,CARD,SETTLED,2026-04-30T15:08:56
e56813df-6569-4835-9935-d2fdddb929e8,8e9e1f1a-b4b2-4145-9567-17a53256bc3c,2026-10-30T09:15:10,159.17,EUR,IDEAL,SETTLED,2026-11-03T17:13:42
d0380ec3-cf54-4c8e-a1cb-0ebf70de8ecc,8e9e1f1a-b4b2-4145-9567-17a53256bc3c,2022-10-28T09:15:55,195.57,EUR,IDEAL,REFUNDED,2023-10-13T17:02:22
dcfe0626-55bc-4074-b2fb-2c3acf8eb0d6,8e9e1f1a-b4b2-4145-9567-17a53256bc3c,2020-04-07T23:50:19,77.44,EUR,CARD,SETTLED,2020-05-10T19:11:34
