invoice_id,account_id,billing_period_start,billing_period_end,invoice_date,due_date,total_amount,currency_code,status,created_ts,updated_ts
f6a7219c-081f-49cc-b6ba-dac7e54d5a58,a79c860b-129c-47e3-a871-30a766c1f5b6,2025-01-13,2025-02-12,2025-02-15,2025-03-01,157.33,EUR,PAID,2021-06-16T19:08:22,2026-04-01T11:05:50.410787
dc8afbe8-721a-4f42-a1e9-e3b14e0d1d3d,a79c860b-129c-47e3-a871-30a766c1f5b6,2022-03-23,2022-04-22,2022-04-25,2022-05-09,36.05,EUR,ISSUED,2023-07-10T11:45:59,2026-04-01T11:05:50.410829
af2dd7f5-4c86-44eb-be7b-467908f7363d,a79c860b-129c-47e3-a871-30a766c1f5b6,2026-06-06,2026-07-06,2026-07-09,2026-07-23,54.27,EUR,PAID,2026-02-11T09:19:16,2026-04-01T11:05:50.410869
64f5a237-103b-4bc5-a242-6bdfaf18da0f,cb2e4d12-d622-47ce-bd17-5fb2e793da15,2025-10-29,2025-11-28,2025-12-01,2025-12-15,108.12,EUR,PAID,2026-03-14T14:22:01,2026-04-01T11:05:50.411376
e42f53da-12ef-4f93-8c3b-59f368eecbea,cb2e4d12-d622-47ce-bd17-5fb2e793da15,2020-12-22,2021-01-21,2021-01-24,2021-02-07,161.65,EUR,PAID,2025-05-20T14:20:16,2026-04-01T11:05:50.411396
623350a3-bc43-4a82-bc2d-0ecc54b87080,cb2e4d12-d622-47ce-bd17-5fb2e793da15,2026-03-18,2026-04-17,2026-04-20,2026-05-04,90.65,EUR,PAID,2022-01-14T22:28:07,2026-04-01T11:05:50.411429
f97d799f-e95a-4dfd-9d07-fa4fba80a115,cb2e4d12-d622-47ce-bd17-5fb2e793da15,2021-09-27,2021-10-27,2021-10-30,2021-11-13,130.67,EUR,PAID,2021-12-02T03:46:27,2026-04-01T11:05:50.411461
d9788659-7eba-4373-a9e4-293eeb445dd4,cb2e4d12-d622-47ce-bd17-5fb2e793da15,2025-07-12,2025-08-11,2025-08-14,2025-08-28,90.75,EUR,PAID,2020-03-21T18:21:16,2026-04-01T11:05:50.411502
5e919e33-a40c-4e64-ace0-86808d75a8f8,cb2e4d12-d622-47ce-bd17-5fb2e793da15,2026-07-12,2026-08-11,2026-08-14,2026-08-28,122.79,EUR,PAID,2021-10-25T01:21:15,2026-04-01T11:05:50.411527
4e74f8a0-76e5-4756-8f49-ab839a1c26f6,cb2e4d12-d622-47ce-bd17-5fb2e793da15,2021-02-07,2021-03-09,2021-03-12,2021-03-26,91.48,EUR,PAID,2020-08-10T17:12:11,2026-04-01T11:05:50.411559
cdbd9037-3875-4e7c-9b5e-905c3c2b6088,cb2e4d12-d622-47ce-bd17-5fb2e793da15,2026-05-19,2026-06-18,2026-06-21,2026-07-05,57.91,EUR,PAID,2024-03-04T21:32:22,2026-04-01T11:05:50.411585
17de7da5-d2d7-4e12-90f0-61da2d8e28d3,cb2e4d12-d622-47ce-bd17-5fb2e793da15,2021-09-03,2021-10-03,2021-10-06,2021-10-20,160.26,EUR,PAID,2026-07-31T23:22:42,2026-04-01T11:05:50.411626
5873bf5f-88d0-4390-a663-b74d196b0afb,cb2e4d12-d622-47ce-bd17-5fb2e793da15,2025-02-28,2025-03-30,2025-04-02,2025-04-16,138.83,EUR,ISSUED,2026-10-17T23:43:05,2026-04-01T11:05:50.411670
c2df2028-1048-4fdd-8e6e-31c092797f51,cb2e4d12-d622-47ce-bd17-5fb2e793da15,2020-02-24,2020-03-25,2020-03-28,2020-04-11,137.11,EUR,PAID,2023-05-19T16:06:09,2026-04-01T11:05:50.411709
35593096-4aa1-4986-8d82-507688ec04a7,aba60480-e032-402a-af19-77a249c64808,2022-08-12,2022-09-11,2022-09-14,2022-09-28,87.28,EUR,OVERDUE,2026-01-17T05:03:51,2026-04-01T11:05:50.412083
e0f5c0fb-c1ae-4d9a-af4a-a0ace3a0db79,aba60480-e032-402a-af19-77a249c64808,2020-12-10,2021-01-09,2021-01-12,2021-01-26,109.94,EUR,PAID,2023-01-12T05:38:42,2026-04-01T11:05:50.412116
8982cb1f-d13e-4189-af6d-e54b9152fb28,aba60480-e032-402a-af19-77a249c64808,2023-12-23,2024-01-22,2024-01-25,2024-02-08,66.56,EUR,PAID,2026-07-07T13:07:22,2026-04-01T11:05:50.412144
90dcbf9f-a3c6-4a95-88ce-6cb7f76ed016,aba60480-e032-402a-af19-77a249c64808,2023-03-05,2023-04-04,2023-04-07,2023-04-21,118.42,EUR,PAID,2026-11-10T13:01:17,2026-04-01T11:05:50.412187
50b35fbb-67c4-45c5-9768-d2d088812830,aba60480-e032-402a-af19-77a249c64808,2022-06-28,2022-07-28,2022-07-31,2022-08-14,115.89,EUR,PAID,2026-11-20T01:56:27,2026-04-01T11:05:50.412218
7dd6c35d-8105-48cd-9396-a108dd2613aa,aba60480-e032-402a-af19-77a249c64808,2021-10-30,2021-11-29,2021-12-02,2021-12-16,39.43,EUR,PAID,2024-07-27T00:21:11,2026-04-01T11:05:50.412257
a75d57ea-55fc-4428-9c69-6598e3ac707c,aba60480-e032-402a-af19-77a249c64808,2023-01-25,2023-02-24,2023-02-27,2023-03-13,94.95,EUR,PAID,2025-04-09T23:30:57,2026-04-01T11:05:50.412296
b9d33b4a-b69e-4847-a5e0-cee0f1e831a3,aba60480-e032-402a-af19-77a249c64808,2026-03-07,2026-04-06,2026-04-09,2026-04-23,34.33,EUR,PAID,2025-10-18T03:50:14,2026-04-01T11:05:50.412327
7553db15-8d04-48c1-8f87-09f1129d9850,aba60480-e032-402a-af19-77a249c64808,2022-12-05,2023-01-04,2023-01-07,2023-01-21,28.87,EUR,ISSUED,2021-07-06T23:38:43,2026-04-01T11:05:50.412367
49bdda0f-e494-4378-87d2-700f4b9f8819,aba60480-e032-402a-af19-77a249c64808,2025-04-27,2025-05-27,2025-05-30,2025-06-13,151.08,EUR,PAID,2026-09-07T17:48:49,2026-04-01T11:05:50.412391
18ad7d38-7b87-4f81-b6da-09cb937bd43d,aba60480-e032-402a-af19-77a249c64808,2023-05-18,2023-06-17,2023-06-20,2023-07-04,194.83,EUR,PAID,2020-07-11T09:58:24,2026-04-01T11:05:50.412423
720cf488-87cd-4661-b437-d39abcacf1ab,aba60480-e032-402a-af19-77a249c64808,2023-06-26,2023-07-26,2023-07-29,2023-08-12,85.55,EUR,PAID,2023-10-24T17:57:01,2026-04-01T11:05:50.412457
d6f2fefa-3390-4bc3-aeab-7b3b1187e238,aba60480-e032-402a-af19-77a249c64808,2024-02-22,2024-03-23,2024-03-26,2024-04-09,177.66,EUR,PAID,2022-01-24T13:21:44,2026-04-01T11:05:50.412483
12eed120-5304-4f87-ab00-c83f5f305c56,126c2aab-26fa-43a0-888b-ff5be7159b84,2020-01-24,2020-02-23,2020-02-26,2020-03-11,45.06,EUR,ISSUED,2025-03-03T11:21:32,2026-04-01T11:05:50.412913
04c5be20-e50a-4ae1-aac0-b49ba3caa7d3,126c2aab-26fa-43a0-888b-ff5be7159b84,2026-03-08,2026-04-07,2026-04-10,2026-04-24,129.54,EUR,PAID,2021-07-18T13:17:11,2026-04-01T11:05:50.412946
519299b5-7262-44b5-b5bb-85751967e914,126c2aab-26fa-43a0-888b-ff5be7159b84,2026-06-25,2026-07-25,2026-07-28,2026-08-11,176.54,EUR,PAID,2020-01-01T22:36:01,2026-04-01T11:05:50.412985
4f3b3a8f-063a-4ae0-a568-7bdc1ae27a70,126c2aab-26fa-43a0-888b-ff5be7159b84,2022-12-08,2023-01-07,2023-01-10,2023-01-24,36.22,EUR,CANCELLED,2020-10-23T12:59:34,2026-04-01T11:05:50.413030
3a1acb87-f79f-4cb4-a84a-7c77667526bb,126c2aab-26fa-43a0-888b-ff5be7159b84,2020-05-14,2020-06-13,2020-06-16,2020-06-30,97.43,EUR,PAID,2020-03-01T00:30:16,2026-04-01T11:05:50.413076
0ba939d5-b329-475b-a287-a922275b892e,126c2aab-26fa-43a0-888b-ff5be7159b84,2026-08-26,2026-09-25,2026-09-28,2026-10-12,175.74,EUR,PAID,2021-06-22T19:16:17,2026-04-01T11:05:50.413106
5c75abb3-8797-4469-ba02-90452ddc5d68,126c2aab-26fa-43a0-888b-ff5be7159b84,2022-09-18,2022-10-18,2022-10-21,2022-11-04,47.25,EUR,PAID,2024-07-19T08:34:27,2026-04-01T11:05:50.413159
21d6100e-1c18-4b6d-9e9b-c4699a6016a9,126c2aab-26fa-43a0-888b-ff5be7159b84,2024-04-16,2024-05-16,2024-05-19,2024-06-02,93.06,EUR,ISSUED,2020-07-13T10:21:03,2026-04-01T11:05:50.413193
0e017546-f8fb-4153-9614-3b427eaa5940,126c2aab-26fa-43a0-888b-ff5be7159b84,2026-05-01,2026-05-31,2026-06-03,2026-06-17,21.75,EUR,ISSUED,2023-09-27T10:06:02,2026-04-01T11:05:50.413220
9e9329c6-3235-468f-aebc-6597bee886c2,126c2aab-26fa-43a0-888b-ff5be7159b84,2021-12-26,2022-01-25,2022-01-28,2022-02-11,93.1,EUR,PAID,2022-08-15T10:52:58,2026-04-01T11:05:50.413257
7efa111d-1486-404c-ac06-89ac765a453b,126c2aab-26fa-43a0-888b-ff5be7159b84,2026-12-04,2027-01-03,2027-01-06,2027-01-20,70.85,EUR,OVERDUE,2025-07-09T03:48:28,2026-04-01T11:05:50.413301
46f578b4-926a-4c61-9989-8119828eca1e,126c2aab-26fa-43a0-888b-ff5be7159b84,2023-03-25,2023-04-24,2023-04-27,2023-05-11,194.57,EUR,PAID,2020-02-19T06:44:57,2026-04-01T11:05:50.413334
606026c8-3d96-447f-9b95-d4c48d260a1b,126c2aab-26fa-43a0-888b-ff5be7159b84,2026-11-25,2026-12-25,2026-12-28,2027-01-11,192.77,EUR,PAID,2022-09-24T11:43:36,2026-04-01T11:05:50.413368
2dcd60a8-9515-4a09-b5bf-09135162ad3c,126c2aab-26fa-43a0-888b-ff5be7159b84,2026-02-17,2026-03-19,2026-03-22,2026-04-05,105.95,EUR,ISSUED,2022-09-16T15:32:17,2026-04-01T11:05:50.413409
b64dd26d-c675-4b28-9fd4-a31893a5171c,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2024-07-02,2024-08-01,2024-08-04,2024-08-18,149.7,EUR,CANCELLED,2023-10-06T06:23:15,2026-04-01T11:05:50.413813
59296251-a27a-473d-8f24-5e6a410c1eb3,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2023-02-22,2023-03-24,2023-03-27,2023-04-10,81.79,EUR,PAID,2026-01-02T22:58:00,2026-04-01T11:05:50.413839
53c604a5-c519-4452-b342-ab3a6aa3de18,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2024-02-16,2024-03-17,2024-03-20,2024-04-03,67.83,EUR,PAID,2023-03-17T01:42:16,2026-04-01T11:05:50.413877
78d78772-7422-4a9b-a179-67b56c8718e6,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2020-03-15,2020-04-14,2020-04-17,2020-05-01,143.53,EUR,ISSUED,2025-12-14T11:58:10,2026-04-01T11:05:50.413912
973cae22-eb3f-421d-9c86-70c66c6535b7,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2022-05-06,2022-06-05,2022-06-08,2022-06-22,70.28,EUR,PAID,2024-11-08T16:51:29,2026-04-01T11:05:50.413938
04df3a15-23f2-4495-a0b0-d70fdd95ab83,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2025-03-10,2025-04-09,2025-04-12,2025-04-26,97.4,EUR,PAID,2024-07-23T06:12:29,2026-04-01T11:05:50.413973
d8174faa-3658-4a0c-9828-a75c19a62cc2,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2023-08-02,2023-09-01,2023-09-04,2023-09-18,190.17,EUR,ISSUED,2020-04-18T19:19:14,2026-04-01T11:05:50.414015
f7eb1667-3bfb-4c84-96de-068ccc9121a6,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2024-03-09,2024-04-08,2024-04-11,2024-04-25,180.79,EUR,PAID,2022-05-23T07:09:10,2026-04-01T11:05:50.414060
32ad5c12-bb42-4027-bcc1-4a229f048850,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2022-06-28,2022-07-28,2022-07-31,2022-08-14,60.79,EUR,PAID,2025-09-08T11:02:30,2026-04-01T11:05:50.414092
33d09d64-2d9c-4413-ae32-8bc40c927a8a,1c54a4e7-1c5b-4078-8c7b-6fa1ef839b1d,2022-03-29,2022-04-28,2022-05-01,2022-05-15,22.55,EUR,ISSUED,2024-06-11T03:22:41,2026-04-01T11:05:50.414116
3e6788aa-9c47-4db5-bfe9-63b7e73a47dd,b6cc14a0-5146-4824-b763-856301ec746f,2025-06-18,2025-07-18,2025-07-21,2025-08-04,31.59,EUR,PAID,2020-06-02T09:13:53,2026-04-01T11:05:50.414591
9b3575b9-3e56-4032-95ed-5e9a49f7c3ee,b6cc14a0-5146-4824-b763-856301ec746f,2021-10-15,2021-11-14,2021-11-17,2021-12-01,113.66,EUR,PAID,2022-08-15T00:08:01,2026-04-01T11:05:50.414623
13b83115-7929-411b-bb7a-106e4f698e63,b6cc14a0-5146-4824-b763-856301ec746f,2026-11-02,2026-12-02,2026-12-05,2026-12-19,166.49,EUR,PAID,2020-08-20T05:17:41,2026-04-01T11:05:50.414661
6025cb38-e2c8-4ba1-9d9c-7b0473e9b9aa,b6cc14a0-5146-4824-b763-856301ec746f,2020-03-08,2020-04-07,2020-04-10,2020-04-24,49.35,EUR,PAID,2021-06-26T09:03:56,2026-04-01T11:05:50.414701
56b739e6-fd76-4885-a822-54fe4971e1a6,b6cc14a0-5146-4824-b763-856301ec746f,2026-09-26,2026-10-26,2026-10-29,2026-11-12,29.01,EUR,PAID,2026-01-27T07:34:55,2026-04-01T11:05:50.414734
f2e6e5f6-948c-4bf2-bd8f-e6c8c5039755,b6cc14a0-5146-4824-b763-856301ec746f,2021-08-26,2021-09-25,2021-09-28,2021-10-12,132.9,EUR,PAID,2020-11-08T05:06:08,2026-04-01T11:05:50.414771
942f3295-c26b-4abb-8c2b-124963e04e24,b6cc14a0-5146-4824-b763-856301ec746f,2021-12-19,2022-01-18,2022-01-21,2022-02-04,190.16,EUR,PAID,2022-10-20T07:35:29,2026-04-01T11:05:50.414820
f4c1ed08-b391-4f62-9b09-c4f49b9785df,b6cc14a0-5146-4824-b763-856301ec746f,2025-10-25,2025-11-24,2025-11-27,2025-12-11,124.42,EUR,PAID,2023-01-14T14:01:51,2026-04-01T11:05:50.414864
291955af-ec33-4560-851e-dc3252ca2eca,b6cc14a0-5146-4824-b763-856301ec746f,2022-08-13,2022-09-12,2022-09-15,2022-09-29,185.83,EUR,PAID,2021-11-29T05:58:22,2026-04-01T11:05:50.414902
5a4c2a66-2ca0-4149-b9c7-cdf2b3944304,b6cc14a0-5146-4824-b763-856301ec746f,2022-09-27,2022-10-27,2022-10-30,2022-11-13,166.23,EUR,PAID,2021-12-06T19:46:18,2026-04-01T11:05:50.414946
ca22d59a-5d07-4e58-a868-318eb31ab280,b6cc14a0-5146-4824-b763-856301ec746f,2022-04-18,2022-05-18,2022-05-21,2022-06-04,137.85,EUR,PAID,2020-06-14T01:17:36,2026-04-01T11:05:50.414971
f1e2891e-d2e6-464b-b2ca-b267e6c9b86c,b6cc14a0-5146-4824-b763-856301ec746f,2020-09-20,2020-10-20,2020-10-23,2020-11-06,173.09,EUR,ISSUED,2021-12-09T02:23:47,2026-04-01T11:05:50.414989
b998397a-f830-4898-a383-ced108063e4e,4a8361e0-b428-481e-a87a-654b7f724f6c,2022-10-06,2022-11-05,2022-11-08,2022-11-22,77.78,EUR,PAID,2026-03-19T10:10:11,2026-04-01T11:05:50.415504
57b39fcd-49d0-4f28-a50c-05a6180c8a46,4a8361e0-b428-481e-a87a-654b7f724f6c,2020-07-12,2020-08-11,2020-08-14,2020-08-28,36.69,EUR,PAID,2023-06-12T08:30:14,2026-04-01T11:05:50.415538
1607099f-eb8f-4e7a-b5d8-2cbaeda1bd9c,4a8361e0-b428-481e-a87a-654b7f724f6c,2026-05-28,2026-06-27,2026-06-30,2026-07-14,72.09,EUR,OVERDUE,2022-04-12T01:21:14,2026-04-01T11:05:50.415570
47610c89-8ff1-4c4b-bb7e-2abbed9a7816,4a8361e0-b428-481e-a87a-654b7f724f6c,2025-11-04,2025-12-04,2025-12-07,2025-12-21,188.54,EUR,PAID,2025-09-03T17:56:11,2026-04-01T11:05:50.415595
71b10d09-f9c8-40ad-95f0-93fe9558cb8b,4a8361e0-b428-481e-a87a-654b7f724f6c,2025-05-30,2025-06-29,2025-07-02,2025-07-16,112.14,EUR,PAID,2023-12-30T13:43:30,2026-04-01T11:05:50.415632
34abebd3-068e-41a1-877d-adfebbbad421,4a8361e0-b428-481e-a87a-654b7f724f6c,2022-12-09,2023-01-08,2023-01-11,2023-01-25,125.76,EUR,PAID,2020-04-28T22:02:07,2026-04-01T11:05:50.415671
ac94a367-032a-4f61-aa53-79defdefb931,4a8361e0-b428-481e-a87a-654b7f724f6c,2025-10-08,2025-11-07,2025-11-10,2025-11-24,155.19,EUR,OVERDUE,2026-11-24T23:29:37,2026-04-01T11:05:50.415708
be503575-889f-418f-bd14-edf293e0bf0f,4a8361e0-b428-481e-a87a-654b7f724f6c,2026-07-19,2026-08-18,2026-08-21,2026-09-04,129.66,EUR,PAID,2020-10-30T04:19:33,2026-04-01T11:05:50.415738
4cb58d18-f109-48c7-b683-353384f6ce93,4a8361e0-b428-481e-a87a-654b7f724f6c,2022-01-16,2022-02-15,2022-02-18,2022-03-04,25.34,EUR,PAID,2023-10-31T13:54:34,2026-04-01T11:05:50.415777
57b07a7a-3901-4819-a6b4-73761ab2f360,381057fa-460b-432d-b024-ebdca65ea73b,2020-03-10,2020-04-09,2020-04-12,2020-04-26,153.54,EUR,PAID,2025-04-27T05:24:39,2026-04-01T11:05:50.416225
939024e8-bb59-4922-8e63-cb446c172f94,381057fa-460b-432d-b024-ebdca65ea73b,2023-08-02,2023-09-01,2023-09-04,2023-09-18,171.49,EUR,PAID,2024-10-26T17:56:25,2026-04-01T11:05:50.416273
f5b1c824-929a-4e97-b1ad-1443d4ef899a,381057fa-460b-432d-b024-ebdca65ea73b,2022-08-03,2022-09-02,2022-09-05,2022-09-19,120.35,EUR,ISSUED,2026-05-01T03:36:02,2026-04-01T11:05:50.416312
8c0c8106-a5d5-4bdf-b77f-feae56a92496,381057fa-460b-432d-b024-ebdca65ea73b,2021-06-07,2021-07-07,2021-07-10,2021-07-24,196.34,EUR,PAID,2023-01-06T16:27:17,2026-04-01T11:05:50.416338
b3d8d7da-f36f-493d-a5b4-e94ae75f4026,381057fa-460b-432d-b024-ebdca65ea73b,2023-09-08,2023-10-08,2023-10-11,2023-10-25,157.05,EUR,ISSUED,2020-03-25T00:35:33,2026-04-01T11:05:50.416378
25b23b7c-ef59-44d3-a3a1-4786d3535c78,381057fa-460b-432d-b024-ebdca65ea73b,2026-05-16,2026-06-15,2026-06-18,2026-07-02,41.44,EUR,PAID,2020-04-04T18:54:54,2026-04-01T11:05:50.416404
06ea27b3-d831-4d53-b8b5-5cca4d063ef9,381057fa-460b-432d-b024-ebdca65ea73b,2020-06-15,2020-07-15,2020-07-18,2020-08-01,127.41,EUR,PAID,2026-08-11T16:17:43,2026-04-01T11:05:50.416448
f134b4a9-1d6a-402b-b61e-da925be06429,381057fa-460b-432d-b024-ebdca65ea73b,2022-11-30,2022-12-30,2023-01-02,2023-01-16,85.34,EUR,PAID,2022-09-06T08:26:26,2026-04-01T11:05:50.416486
e730a23e-b06e-4139-b814-d27c3df23a3a,381057fa-460b-432d-b024-ebdca65ea73b,2022-06-30,2022-07-30,2022-08-02,2022-08-16,186.04,EUR,PAID,2020-01-05T04:57:25,2026-04-01T11:05:50.416529
d3ce1e25-6043-41d0-a734-ce11a18fa650,381057fa-460b-432d-b024-ebdca65ea73b,2021-07-25,2021-08-24,2021-08-27,2021-09-10,39.29,EUR,ISSUED,2024-09-10T02:40:11,2026-04-01T11:05:50.416566
71f05feb-5998-4a59-8566-685f701b1c4f,381057fa-460b-432d-b024-ebdca65ea73b,2025-02-20,2025-03-22,2025-03-25,2025-04-08,150.21,EUR,PAID,2021-12-20T06:57:08,2026-04-01T11:05:50.416606
a51be2b2-70c8-4fe1-bacd-6fb9e2b9c865,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2020-04-06,2020-05-06,2020-05-09,2020-05-23,39.28,EUR,PAID,2020-11-01T00:20:54,2026-04-01T11:05:50.416990
cfa40da0-feb1-4ff0-bba4-9e479d7edb10,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2021-04-30,2021-05-30,2021-06-02,2021-06-16,95.71,EUR,PAID,2021-09-28T15:32:52,2026-04-01T11:05:50.417030
5c6bebea-565a-4355-a06b-5d0ddeb8266b,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2025-07-31,2025-08-30,2025-09-02,2025-09-16,85.21,EUR,PAID,2020-07-05T21:51:38,2026-04-01T11:05:50.417070
cbf91f46-65f0-44e2-834f-3c385c49f584,cf90ebb9-6f99-43dc-8ed4-cf561e10417f,2021-02-20,2021-03-22,2021-03-25,2021-04-08,31.01,EUR,PAID,2021-05-16T11:24:51,2026-04-01T11:05:50.417103
